order_id,product_id,quantity,order_date,due_date,priority,release_time,penalty_per_hour
ORD_00331,TYRE_0149,6,2026-01-17,2026-01-24,M,2026-01-17,25
ORD_00332,TYRE_0133,58,2026-01-07,2026-01-11,M,2026-01-07,23
ORD_00333,TYRE_0080,18,2026-01-25,2026-01-29,M,2026-01-25,85
ORD_00334,TYRE_0042,57,2026-01-13,2026-01-19,M,2026-01-13,96
ORD_00335,TYRE_0085,9,2026-01-04,2026-01-11,M,2026-01-04,24
ORD_00336,TYRE_0135,92,2026-01-04,2026-01-07,H,2026-01-04,75
ORD_00337,TYRE_0009,93,2026-01-06,2026-01-12,M,2026-01-06,41
ORD_00338,TYRE_0119,52,2026-01-28,2026-02-03,M,2026-01-28,96
ORD_00339,TYRE_0108,40,2026-01-19,2026-01-25,M,2026-01-19,72
ORD_00340,TYRE_0025,22,2026-01-29,2026-02-09,L,2026-01-29,95
ORD_00341,TYRE_0119,39,2026-01-12,2026-01-18,M,2026-01-12,60
ORD_00342,TYRE_0022,57,2026-01-22,2026-01-23,H,2026-01-22,34
ORD_00343,TYRE_0132,70,2026-01-07,2026-01-15,L,2026-01-07,67
ORD_00344,TYRE_0016,22,2026-01-27,2026-02-03,M,2026-01-27,72
ORD_00345,TYRE_0134,27,2026-01-10,2026-01-18,L,2026-01-10,71
ORD_00346,TYRE_0108,36,2026-01-26,2026-01-30,M,2026-01-26,31
ORD_00347,TYRE_0116,40,2026-01-19,2026-01-30,L,2026-01-19,67
ORD_00348,TYRE_0109,92,2026-01-07,2026-01-11,M,2026-01-07,67
ORD_00349,TYRE_0014,27,2026-01-30,2026-02-06,M,2026-01-30,95
ORD_00350,TYRE_0121,49,2026-01-03,2026-01-09,M,2026-01-03,58
ORD_00351,TYRE_0138,41,2026-01-13,2026-01-17,M,2026-01-13,61
ORD_00352,TYRE_0116,32,2026-01-13,2026-01-16,H,2026-01-13,51
ORD_00353,TYRE_0057,88,2026-01-18,2026-01-24,M,2026-01-18,79
ORD_00354,TYRE_0043,65,2026-01-28,2026-02-05,L,2026-01-28,24
ORD_00355,TYRE_0044,33,2026-01-30,2026-02-03,M,2026-01-30,63
ORD_00356,TYRE_0090,59,2026-01-26,2026-02-07,L,2026-01-26,69
ORD_00357,TYRE_0089,64,2026-01-20,2026-01-25,M,2026-01-20,17
ORD_00358,TYRE_0118,79,2026-01-28,2026-02-11,L,2026-01-28,62
ORD_00359,TYRE_0118,76,2026-01-08,2026-01-21,L,2026-01-08,69
ORD_00360,TYRE_0009,66,2026-01-29,2026-02-02,M,2026-01-29,14
ORD_00361,TYRE_0106,38,2026-01-09,2026-01-15,M,2026-01-09,77
ORD_00362,TYRE_0076,35,2026-01-07,2026-01-10,H,2026-01-07,15
ORD_00363,TYRE_0103,97,2026-01-01,2026-01-06,M,2026-01-01,56
ORD_00364,TYRE_0086,58,2026-01-03,2026-01-15,L,2026-01-03,64
ORD_00365,TYRE_0119,78,2026-01-13,2026-01-16,H,2026-01-13,49
ORD_00366,TYRE_0087,92,2026-01-28,2026-02-02,M,2026-01-28,61
ORD_00367,TYRE_0090,69,2026-01-30,2026-02-05,M,2026-01-30,25
ORD_00368,TYRE_0012,42,2026-01-25,2026-02-04,L,2026-01-25,22
ORD_00369,TYRE_0126,92,2026-01-28,2026-02-02,M,2026-01-28,39
ORD_00370,TYRE_0022,100,2026-01-17,2026-01-22,M,2026-01-17,28
ORD_00371,TYRE_0107,52,2026-01-25,2026-01-31,M,2026-01-25,26
ORD_00372,TYRE_0025,65,2026-01-24,2026-01-28,M,2026-01-24,72
ORD_00373,TYRE_0085,65,2026-01-01,2026-01-05,M,2026-01-01,28
ORD_00374,TYRE_0128,53,2026-01-06,2026-01-09,H,2026-01-06,67
ORD_00375,TYRE_0112,22,2026-01-21,2026-01-22,H,2026-01-21,64
ORD_00376,TYRE_0087,23,2026-01-06,2026-01-13,M,2026-01-06,99
ORD_00377,TYRE_0061,67,2026-01-26,2026-01-27,H,2026-01-26,99
ORD_00378,TYRE_0012,5,2026-01-12,2026-01-16,M,2026-01-12,71
ORD_00379,TYRE_0120,78,2026-01-13,2026-01-18,M,2026-01-13,32
ORD_00380,TYRE_0125,21,2026-01-13,2026-01-17,M,2026-01-13,18
ORD_00381,TYRE_0085,66,2026-01-29,2026-02-05,M,2026-01-29,21
ORD_00382,TYRE_0116,6,2026-01-15,2026-01-21,M,2026-01-15,10
ORD_00383,TYRE_0135,5,2026-01-21,2026-01-24,H,2026-01-21,67
ORD_00384,TYRE_0102,44,2026-01-16,2026-01-22,M,2026-01-16,10
ORD_00385,TYRE_0135,26,2026-01-22,2026-01-28,M,2026-01-22,43
ORD_00386,TYRE_0116,63,2026-01-21,2026-01-27,M,2026-01-21,57
ORD_00387,TYRE_0134,48,2026-01-11,2026-01-16,M,2026-01-11,98
ORD_00388,TYRE_0125,26,2026-01-28,2026-02-02,M,2026-01-28,10
ORD_00389,TYRE_0103,98,2026-01-05,2026-01-06,H,2026-01-05,25
ORD_00390,TYRE_0054,20,2026-01-04,2026-01-09,M,2026-01-04,70
ORD_00391,TYRE_0085,86,2026-01-03,2026-01-10,M,2026-01-03,73
ORD_00392,TYRE_0145,89,2026-01-19,2026-01-23,M,2026-01-19,72
ORD_00393,TYRE_0108,19,2026-01-20,2026-01-23,H,2026-01-20,78
ORD_00394,TYRE_0135,65,2026-01-25,2026-01-27,H,2026-01-25,31
ORD_00395,TYRE_0052,43,2026-01-18,2026-01-22,M,2026-01-18,76
ORD_00396,TYRE_0042,84,2026-01-15,2026-01-21,M,2026-01-15,85
ORD_00397,TYRE_0126,70,2026-01-09,2026-01-13,M,2026-01-09,35
ORD_00398,TYRE_0030,68,2026-01-17,2026-01-21,M,2026-01-17,25
ORD_00399,TYRE_0120,50,2026-01-14,2026-01-19,M,2026-01-14,60
ORD_00400,TYRE_0075,68,2026-01-15,2026-01-18,H,2026-01-15,95
ORD_00401,TYRE_0123,6,2026-01-01,2026-01-05,M,2026-01-01,66
ORD_00402,TYRE_0028,24,2026-01-21,2026-02-05,L,2026-01-21,38
ORD_00403,TYRE_0130,17,2026-01-22,2026-01-25,H,2026-01-22,87
ORD_00404,TYRE_0059,38,2026-01-22,2026-01-28,M,2026-01-22,78
ORD_00405,TYRE_0042,42,2026-01-03,2026-01-11,L,2026-01-03,56
ORD_00406,TYRE_0055,17,2026-01-16,2026-01-20,M,2026-01-16,71
ORD_00407,TYRE_0011,89,2026-01-23,2026-01-24,H,2026-01-23,78
ORD_00408,TYRE_0124,84,2026-01-25,2026-02-01,M,2026-01-25,85
ORD_00409,TYRE_0119,28,2026-01-11,2026-01-13,H,2026-01-11,25
ORD_00410,TYRE_0135,54,2026-01-12,2026-01-24,L,2026-01-12,99
ORD_00411,TYRE_0122,19,2026-01-10,2026-01-15,M,2026-01-10,99
ORD_00412,TYRE_0119,18,2026-01-16,2026-01-17,H,2026-01-16,57
ORD_00413,TYRE_0080,28,2026-01-08,2026-01-15,M,2026-01-08,94
ORD_00414,TYRE_0143,92,2026-01-06,2026-01-10,M,2026-01-06,48
ORD_00415,TYRE_0033,19,2026-01-12,2026-01-19,M,2026-01-12,42
ORD_00416,TYRE_0112,88,2026-01-24,2026-01-26,H,2026-01-24,32
ORD_00417,TYRE_0061,90,2026-01-28,2026-02-08,L,2026-01-28,19
ORD_00418,TYRE_0132,60,2026-01-21,2026-01-25,M,2026-01-21,78
ORD_00419,TYRE_0063,24,2026-01-08,2026-01-15,M,2026-01-08,43
ORD_00420,TYRE_0142,6,2026-01-26,2026-02-03,L,2026-01-26,61
ORD_00421,TYRE_0012,68,2026-01-28,2026-02-04,M,2026-01-28,19
ORD_00422,TYRE_0019,35,2026-01-04,2026-01-10,M,2026-01-04,28
ORD_00423,TYRE_0106,75,2026-01-26,2026-01-27,H,2026-01-26,67
ORD_00424,TYRE_0135,63,2026-01-08,2026-01-17,L,2026-01-08,10
ORD_00425,TYRE_0080,62,2026-01-26,2026-02-02,M,2026-01-26,78
ORD_00426,TYRE_0086,18,2026-01-28,2026-02-01,M,2026-01-28,13
ORD_00427,TYRE_0116,16,2026-01-18,2026-01-22,M,2026-01-18,25
ORD_00428,TYRE_0077,88,2026-01-28,2026-02-08,L,2026-01-28,33
ORD_00429,TYRE_0087,33,2026-01-28,2026-02-01,M,2026-01-28,89
ORD_00430,TYRE_0084,96,2026-01-05,2026-01-12,M,2026-01-05,11
ORD_00431,TYRE_0115,33,2026-01-09,2026-01-12,H,2026-01-09,41
ORD_00432,TYRE_0014,75,2026-01-04,2026-01-16,L,2026-01-04,93
ORD_00433,TYRE_0061,68,2026-01-27,2026-01-28,H,2026-01-27,33
ORD_00434,TYRE_0061,18,2026-01-22,2026-01-29,M,2026-01-22,21
ORD_00435,TYRE_0120,32,2026-01-17,2026-01-19,H,2026-01-17,59
ORD_00436,TYRE_0090,18,2026-01-09,2026-01-11,H,2026-01-09,44
ORD_00437,TYRE_0011,62,2026-01-01,2026-01-10,L,2026-01-01,42
ORD_00438,TYRE_0080,68,2026-01-21,2026-01-31,L,2026-01-21,42
ORD_00439,TYRE_0119,79,2026-01-20,2026-01-22,H,2026-01-20,70
ORD_00440,TYRE_0118,93,2026-01-13,2026-01-18,M,2026-01-13,60
ORD_00441,TYRE_0119,54,2026-01-28,2026-02-06,L,2026-01-28,52
ORD_00442,TYRE_0082,58,2026-01-16,2026-01-23,M,2026-01-16,21
ORD_00443,TYRE_0063,42,2026-01-29,2026-02-04,M,2026-01-29,76
ORD_00444,TYRE_0126,94,2026-01-13,2026-01-16,H,2026-01-13,74
ORD_00445,TYRE_0131,96,2026-01-14,2026-01-20,M,2026-01-14,42
ORD_00446,TYRE_0141,31,2026-01-03,2026-01-08,M,2026-01-03,49
ORD_00447,TYRE_0025,95,2026-01-29,2026-02-03,M,2026-01-29,83
ORD_00448,TYRE_0045,95,2026-01-06,2026-01-12,M,2026-01-06,52
ORD_00449,TYRE_0014,91,2026-01-18,2026-01-25,M,2026-01-18,53
ORD_00450,TYRE_0136,6,2026-01-19,2026-01-26,M,2026-01-19,38
ORD_00451,TYRE_0043,90,2026-01-05,2026-01-09,M,2026-01-05,22
ORD_00452,TYRE_0106,41,2026-01-15,2026-01-20,M,2026-01-15,21
ORD_00453,TYRE_0037,31,2026-01-25,2026-02-06,L,2026-01-25,55
ORD_00454,TYRE_0008,18,2026-01-02,2026-01-09,M,2026-01-02,11
ORD_00455,TYRE_0055,100,2026-01-10,2026-01-15,M,2026-01-10,44
ORD_00456,TYRE_0135,93,2026-01-24,2026-01-30,M,2026-01-24,96
ORD_00457,TYRE_0097,75,2026-01-30,2026-02-05,M,2026-01-30,90
ORD_00458,TYRE_0119,33,2026-01-18,2026-01-25,M,2026-01-18,99
ORD_00459,TYRE_0094,97,2026-01-27,2026-02-01,M,2026-01-27,17
ORD_00460,TYRE_0075,28,2026-01-13,2026-01-17,M,2026-01-13,35
ORD_00461,TYRE_0131,59,2026-01-05,2026-01-06,H,2026-01-05,83
ORD_00462,TYRE_0106,37,2026-01-23,2026-01-26,H,2026-01-23,99
ORD_00463,TYRE_0109,10,2026-01-24,2026-01-29,M,2026-01-24,43
ORD_00464,TYRE_0124,67,2026-01-01,2026-01-07,M,2026-01-01,16
ORD_00465,TYRE_0140,72,2026-01-22,2026-01-28,M,2026-01-22,77
ORD_00466,TYRE_0012,58,2026-01-01,2026-01-06,M,2026-01-01,67
ORD_00467,TYRE_0135,32,2026-01-18,2026-01-19,H,2026-01-18,84
ORD_00468,TYRE_0084,84,2026-01-15,2026-01-20,M,2026-01-15,38
ORD_00469,TYRE_0145,19,2026-01-17,2026-01-25,L,2026-01-17,45
ORD_00470,TYRE_0114,10,2026-01-11,2026-01-16,M,2026-01-11,98
ORD_00471,TYRE_0082,54,2026-01-21,2026-01-25,M,2026-01-21,30
ORD_00472,TYRE_0119,70,2026-01-26,2026-02-01,M,2026-01-26,45
ORD_00473,TYRE_0114,88,2026-01-25,2026-01-31,M,2026-01-25,19
ORD_00474,TYRE_0118,26,2026-01-22,2026-01-23,H,2026-01-22,82
ORD_00475,TYRE_0137,31,2026-01-27,2026-01-31,M,2026-01-27,33
ORD_00476,TYRE_0054,18,2026-01-27,2026-02-10,L,2026-01-27,73
ORD_00477,TYRE_0108,87,2026-01-17,2026-01-24,M,2026-01-17,58
ORD_00478,TYRE_0018,8,2026-01-13,2026-01-18,M,2026-01-13,45
ORD_00479,TYRE_0124,11,2026-01-01,2026-01-02,H,2026-01-01,91
ORD_00480,TYRE_0106,38,2026-01-02,2026-01-07,M,2026-01-02,33
ORD_00481,TYRE_0109,45,2026-01-09,2026-01-16,M,2026-01-09,32
ORD_00482,TYRE_0055,87,2026-01-03,2026-01-04,H,2026-01-03,71
ORD_00483,TYRE_0016,94,2026-01-01,2026-01-05,M,2026-01-01,46
ORD_00484,TYRE_0091,42,2026-01-21,2026-01-30,L,2026-01-21,21
ORD_00485,TYRE_0077,61,2026-01-16,2026-01-22,M,2026-01-16,64
ORD_00486,TYRE_0108,25,2026-01-23,2026-01-30,M,2026-01-23,22
ORD_00487,TYRE_0126,86,2026-01-06,2026-01-12,M,2026-01-06,32
ORD_00488,TYRE_0055,6,2026-01-28,2026-02-10,L,2026-01-28,98
ORD_00489,TYRE_0145,5,2026-01-17,2026-01-18,H,2026-01-17,39
ORD_00490,TYRE_0135,44,2026-01-05,2026-01-09,M,2026-01-05,26
ORD_00491,TYRE_0119,32,2026-01-05,2026-01-18,L,2026-01-05,71
ORD_00492,TYRE_0085,25,2026-01-06,2026-01-16,L,2026-01-06,93
ORD_00493,TYRE_0009,19,2026-01-03,2026-01-14,L,2026-01-03,98
ORD_00494,TYRE_0090,75,2026-01-21,2026-01-25,M,2026-01-21,95
ORD_00495,TYRE_0145,13,2026-01-23,2026-01-26,H,2026-01-23,22
ORD_00496,TYRE_0120,47,2026-01-05,2026-01-12,M,2026-01-05,68
ORD_00497,TYRE_0055,41,2026-01-21,2026-01-25,M,2026-01-21,28
ORD_00498,TYRE_0138,62,2026-01-05,2026-01-07,H,2026-01-05,58
ORD_00499,TYRE_0055,77,2026-01-10,2026-01-15,M,2026-01-10,21
ORD_00500,TYRE_0090,26,2026-01-10,2026-01-17,M,2026-01-10,70
ORD_00501,TYRE_0102,40,2026-01-19,2026-01-26,M,2026-01-19,28
ORD_00502,TYRE_0034,66,2026-01-17,2026-01-23,M,2026-01-17,85
ORD_00503,TYRE_0014,75,2026-01-21,2026-01-28,M,2026-01-21,18
ORD_00504,TYRE_0085,22,2026-01-14,2026-01-20,M,2026-01-14,80
ORD_00505,TYRE_0050,98,2026-01-09,2026-01-13,M,2026-01-09,37
ORD_00506,TYRE_0043,79,2026-01-14,2026-01-22,L,2026-01-14,87
ORD_00507,TYRE_0143,75,2026-01-01,2026-01-05,M,2026-01-01,61
ORD_00508,TYRE_0138,88,2026-01-19,2026-02-03,L,2026-01-19,92
ORD_00509,TYRE_0093,22,2026-01-13,2026-01-19,M,2026-01-13,25
ORD_00510,TYRE_0118,69,2026-01-13,2026-01-15,H,2026-01-13,78
ORD_00511,TYRE_0102,70,2026-01-04,2026-01-14,L,2026-01-04,21
ORD_00512,TYRE_0012,89,2026-01-30,2026-02-02,H,2026-01-30,34
ORD_00513,TYRE_0037,50,2026-01-01,2026-01-08,M,2026-01-01,61
ORD_00514,TYRE_0143,38,2026-01-17,2026-01-21,M,2026-01-17,94
ORD_00515,TYRE_0116,54,2026-01-08,2026-01-14,M,2026-01-08,62
ORD_00516,TYRE_0109,88,2026-01-02,2026-01-10,L,2026-01-02,32
ORD_00517,TYRE_0061,99,2026-01-28,2026-02-09,L,2026-01-28,25
ORD_00518,TYRE_0145,88,2026-01-08,2026-01-15,M,2026-01-08,66
ORD_00519,TYRE_0080,71,2026-01-07,2026-01-11,M,2026-01-07,48
ORD_00520,TYRE_0048,50,2026-01-26,2026-02-02,M,2026-01-26,62
ORD_00521,TYRE_0088,82,2026-01-26,2026-02-02,M,2026-01-26,51
ORD_00522,TYRE_0138,34,2026-01-02,2026-01-03,H,2026-01-02,67
ORD_00523,TYRE_0085,28,2026-01-22,2026-01-27,M,2026-01-22,48
ORD_00524,TYRE_0009,89,2026-01-22,2026-01-26,M,2026-01-22,23
ORD_00525,TYRE_0090,66,2026-01-03,2026-01-07,M,2026-01-03,14
ORD_00526,TYRE_0122,87,2026-01-27,2026-02-01,M,2026-01-27,44
ORD_00527,TYRE_0005,78,2026-01-18,2026-01-23,M,2026-01-18,96
ORD_00528,TYRE_0126,78,2026-01-12,2026-01-16,M,2026-01-12,84
ORD_00529,TYRE_0012,71,2026-01-01,2026-01-06,M,2026-01-01,27
ORD_00530,TYRE_0144,15,2026-01-22,2026-01-28,M,2026-01-22,85
ORD_00531,TYRE_0009,26,2026-01-12,2026-01-27,L,2026-01-12,18
ORD_00532,TYRE_0112,84,2026-01-05,2026-01-10,M,2026-01-05,83
ORD_00533,TYRE_0067,48,2026-01-30,2026-02-02,H,2026-01-30,67
ORD_00534,TYRE_0017,21,2026-01-30,2026-02-06,M,2026-01-30,26
ORD_00535,TYRE_0120,24,2026-01-27,2026-02-03,M,2026-01-27,16
ORD_00536,TYRE_0012,73,2026-01-25,2026-01-29,M,2026-01-25,55
ORD_00537,TYRE_0042,21,2026-01-17,2026-01-20,H,2026-01-17,22
ORD_00538,TYRE_0138,71,2026-01-16,2026-01-30,L,2026-01-16,49
ORD_00539,TYRE_0149,59,2026-01-15,2026-01-18,H,2026-01-15,51
ORD_00540,TYRE_0090,49,2026-01-23,2026-01-30,M,2026-01-23,18
ORD_00541,TYRE_0119,59,2026-01-15,2026-01-24,L,2026-01-15,59
ORD_00542,TYRE_0086,41,2026-01-05,2026-01-09,M,2026-01-05,36
ORD_00543,TYRE_0145,5,2026-01-21,2026-01-26,M,2026-01-21,75
ORD_00544,TYRE_0001,71,2026-01-14,2026-01-18,M,2026-01-14,14
ORD_00545,TYRE_0085,57,2026-01-02,2026-01-08,M,2026-01-02,38
ORD_00546,TYRE_0126,38,2026-01-11,2026-01-17,M,2026-01-11,46
ORD_00547,TYRE_0108,92,2026-01-19,2026-01-25,M,2026-01-19,47
ORD_00548,TYRE_0120,27,2026-01-07,2026-01-14,M,2026-01-07,92
ORD_00549,TYRE_0145,78,2026-01-06,2026-01-12,M,2026-01-06,17
ORD_00550,TYRE_0061,89,2026-01-28,2026-02-02,M,2026-01-28,74
ORD_00551,TYRE_0102,17,2026-01-02,2026-01-07,M,2026-01-02,95
ORD_00552,TYRE_0135,25,2026-01-06,2026-01-10,M,2026-01-06,26
ORD_00553,TYRE_0085,23,2026-01-18,2026-01-19,H,2026-01-18,80
ORD_00554,TYRE_0009,38,2026-01-02,2026-01-06,M,2026-01-02,98
ORD_00555,TYRE_0113,56,2026-01-18,2026-01-25,M,2026-01-18,54
ORD_00556,TYRE_0118,27,2026-01-30,2026-02-03,M,2026-01-30,13
ORD_00557,TYRE_0109,71,2026-01-15,2026-01-18,H,2026-01-15,45
ORD_00558,TYRE_0116,83,2026-01-27,2026-02-01,M,2026-01-27,79
ORD_00559,TYRE_0116,25,2026-01-19,2026-01-23,M,2026-01-19,40
ORD_00560,TYRE_0106,90,2026-01-02,2026-01-08,M,2026-01-02,28
ORD_00561,TYRE_0080,99,2026-01-20,2026-01-24,M,2026-01-20,70
ORD_00562,TYRE_0023,49,2026-01-25,2026-01-31,M,2026-01-25,63
ORD_00563,TYRE_0070,63,2026-01-06,2026-01-11,M,2026-01-06,48
ORD_00564,TYRE_0147,57,2026-01-01,2026-01-02,H,2026-01-01,83
ORD_00565,TYRE_0145,48,2026-01-24,2026-01-26,H,2026-01-24,99
ORD_00566,TYRE_0131,93,2026-01-15,2026-01-27,L,2026-01-15,28
ORD_00567,TYRE_0135,48,2026-01-28,2026-02-02,M,2026-01-28,48
ORD_00568,TYRE_0117,66,2026-01-30,2026-02-03,M,2026-01-30,76
ORD_00569,TYRE_0113,91,2026-01-23,2026-01-28,M,2026-01-23,54
ORD_00570,TYRE_0080,71,2026-01-10,2026-01-16,M,2026-01-10,22
ORD_00571,TYRE_0061,41,2026-01-19,2026-01-30,L,2026-01-19,67
ORD_00572,TYRE_0055,14,2026-01-17,2026-01-23,M,2026-01-17,29
ORD_00573,TYRE_0012,32,2026-01-05,2026-01-11,M,2026-01-05,81
ORD_00574,TYRE_0068,92,2026-01-29,2026-02-01,H,2026-01-29,70
ORD_00575,TYRE_0048,35,2026-01-04,2026-01-09,M,2026-01-04,48
ORD_00576,TYRE_0067,36,2026-01-10,2026-01-15,M,2026-01-10,10
ORD_00577,TYRE_0091,20,2026-01-24,2026-01-25,H,2026-01-24,12
ORD_00578,TYRE_0126,66,2026-01-17,2026-01-21,M,2026-01-17,86
ORD_00579,TYRE_0124,67,2026-01-10,2026-01-16,M,2026-01-10,71
ORD_00580,TYRE_0143,55,2026-01-17,2026-01-29,L,2026-01-17,72
ORD_00581,TYRE_0080,59,2026-01-28,2026-01-31,H,2026-01-28,34
ORD_00582,TYRE_0145,55,2026-01-20,2026-01-22,H,2026-01-20,65
ORD_00583,TYRE_0044,94,2026-01-24,2026-01-28,M,2026-01-24,42
ORD_00584,TYRE_0124,91,2026-01-05,2026-01-09,M,2026-01-05,47
ORD_00585,TYRE_0080,83,2026-01-02,2026-01-04,H,2026-01-02,15
ORD_00586,TYRE_0047,39,2026-01-06,2026-01-11,M,2026-01-06,67
ORD_00587,TYRE_0009,68,2026-01-21,2026-01-26,M,2026-01-21,53
ORD_00588,TYRE_0112,51,2026-01-02,2026-01-08,M,2026-01-02,54
ORD_00589,TYRE_0071,78,2026-01-13,2026-01-18,M,2026-01-13,41
ORD_00590,TYRE_0025,76,2026-01-30,2026-02-04,M,2026-01-30,54
ORD_00591,TYRE_0135,24,2026-01-11,2026-01-14,H,2026-01-11,70
ORD_00592,TYRE_0043,22,2026-01-11,2026-01-13,H,2026-01-11,56
ORD_00593,TYRE_0132,67,2026-01-16,2026-01-22,M,2026-01-16,30
ORD_00594,TYRE_0145,55,2026-01-11,2026-01-19,L,2026-01-11,89
ORD_00595,TYRE_0012,65,2026-01-19,2026-01-21,H,2026-01-19,94
ORD_00596,TYRE_0024,38,2026-01-15,2026-01-21,M,2026-01-15,84
ORD_00597,TYRE_0145,49,2026-01-25,2026-01-31,M,2026-01-25,45
ORD_00598,TYRE_0042,78,2026-01-23,2026-01-28,M,2026-01-23,28
ORD_00599,TYRE_0085,50,2026-01-23,2026-01-29,M,2026-01-23,29
ORD_00600,TYRE_0118,15,2026-01-16,2026-01-23,M,2026-01-16,66
ORD_00601,TYRE_0025,26,2026-01-11,2026-01-16,M,2026-01-11,27
ORD_00602,TYRE_0048,14,2026-01-22,2026-01-29,M,2026-01-22,56
ORD_00603,TYRE_0124,88,2026-01-16,2026-01-22,M,2026-01-16,58
ORD_00604,TYRE_0106,39,2026-01-08,2026-01-15,M,2026-01-08,23
ORD_00605,TYRE_0092,57,2026-01-04,2026-01-11,M,2026-01-04,24
ORD_00606,TYRE_0149,35,2026-01-08,2026-01-11,H,2026-01-08,40
ORD_00607,TYRE_0020,18,2026-01-04,2026-01-11,M,2026-01-04,10
ORD_00608,TYRE_0048,8,2026-01-24,2026-02-01,L,2026-01-24,63
ORD_00609,TYRE_0134,18,2026-01-25,2026-01-29,M,2026-01-25,12
ORD_00610,TYRE_0126,44,2026-01-03,2026-01-05,H,2026-01-03,25
ORD_00611,TYRE_0119,21,2026-01-03,2026-01-08,M,2026-01-03,96
ORD_00612,TYRE_0012,50,2026-01-27,2026-01-30,H,2026-01-27,66
ORD_00613,TYRE_0083,74,2026-01-29,2026-02-13,L,2026-01-29,84
ORD_00614,TYRE_0140,80,2026-01-18,2026-01-23,M,2026-01-18,21
ORD_00615,TYRE_0085,72,2026-01-29,2026-02-05,M,2026-01-29,83
ORD_00616,TYRE_0145,66,2026-01-26,2026-02-01,M,2026-01-26,25
ORD_00617,TYRE_0090,51,2026-01-19,2026-01-21,H,2026-01-19,81
ORD_00618,TYRE_0126,71,2026-01-19,2026-01-23,M,2026-01-19,85
ORD_00619,TYRE_0034,73,2026-01-21,2026-01-28,M,2026-01-21,33
ORD_00620,TYRE_0048,43,2026-01-05,2026-01-12,M,2026-01-05,37
ORD_00621,TYRE_0112,5,2026-01-18,2026-01-23,M,2026-01-18,17
ORD_00622,TYRE_0120,55,2026-01-28,2026-02-04,M,2026-01-28,45
ORD_00623,TYRE_0061,53,2026-01-10,2026-01-17,M,2026-01-10,99
ORD_00624,TYRE_0113,71,2026-01-29,2026-02-03,M,2026-01-29,17
ORD_00625,TYRE_0069,57,2026-01-22,2026-01-28,M,2026-01-22,67
ORD_00626,TYRE_0113,19,2026-01-21,2026-01-23,H,2026-01-21,69
ORD_00627,TYRE_0009,29,2026-01-06,2026-01-13,M,2026-01-06,59
ORD_00628,TYRE_0126,7,2026-01-01,2026-01-04,H,2026-01-01,37
ORD_00629,TYRE_0042,96,2026-01-05,2026-01-10,M,2026-01-05,50
ORD_00630,TYRE_0043,6,2026-01-09,2026-01-14,M,2026-01-09,73
ORD_00631,TYRE_0124,52,2026-01-12,2026-01-19,M,2026-01-12,36
ORD_00632,TYRE_0090,23,2026-01-26,2026-01-27,H,2026-01-26,72
ORD_00633,TYRE_0143,28,2026-01-14,2026-01-21,M,2026-01-14,26
ORD_00634,TYRE_0108,6,2026-01-02,2026-01-09,M,2026-01-02,82
ORD_00635,TYRE_0143,61,2026-01-17,2026-01-24,M,2026-01-17,42
ORD_00636,TYRE_0116,17,2026-01-14,2026-01-17,H,2026-01-14,93
ORD_00637,TYRE_0120,46,2026-01-26,2026-02-01,M,2026-01-26,86
ORD_00638,TYRE_0119,71,2026-01-13,2026-01-16,H,2026-01-13,38
ORD_00639,TYRE_0086,51,2026-01-27,2026-02-01,M,2026-01-27,22
ORD_00640,TYRE_0055,86,2026-01-09,2026-01-20,L,2026-01-09,55
ORD_00641,TYRE_0043,79,2026-01-26,2026-01-28,H,2026-01-26,44
ORD_00642,TYRE_0090,79,2026-01-25,2026-01-29,M,2026-01-25,15
ORD_00643,TYRE_0121,52,2026-01-15,2026-01-20,M,2026-01-15,91
ORD_00644,TYRE_0063,92,2026-01-25,2026-01-26,H,2026-01-25,78
ORD_00645,TYRE_0048,12,2026-01-22,2026-01-30,L,2026-01-22,56
ORD_00646,TYRE_0126,21,2026-01-15,2026-01-19,M,2026-01-15,34
ORD_00647,TYRE_0124,61,2026-01-24,2026-02-06,L,2026-01-24,75
ORD_00648,TYRE_0005,97,2026-01-30,2026-02-05,M,2026-01-30,19
ORD_00649,TYRE_0138,61,2026-01-11,2026-01-14,H,2026-01-11,65
ORD_00650,TYRE_0145,77,2026-01-16,2026-01-21,M,2026-01-16,39
ORD_00651,TYRE_0014,40,2026-01-29,2026-02-05,M,2026-01-29,14
ORD_00652,TYRE_0141,24,2026-01-17,2026-01-20,H,2026-01-17,42
ORD_00653,TYRE_0108,63,2026-01-26,2026-02-01,M,2026-01-26,74
ORD_00654,TYRE_0085,7,2026-01-04,2026-01-09,M,2026-01-04,27
ORD_00655,TYRE_0014,46,2026-01-01,2026-01-06,M,2026-01-01,58
ORD_00656,TYRE_0137,72,2026-01-08,2026-01-19,L,2026-01-08,20
ORD_00657,TYRE_0141,46,2026-01-17,2026-01-19,H,2026-01-17,94
ORD_00658,TYRE_0124,89,2026-01-03,2026-01-06,H,2026-01-03,35
ORD_00659,TYRE_0108,9,2026-01-29,2026-02-08,L,2026-01-29,72
ORD_00660,TYRE_0086,78,2026-01-20,2026-01-21,H,2026-01-20,98
ORD_00661,TYRE_0135,11,2026-01-15,2026-01-21,M,2026-01-15,95
ORD_00662,TYRE_0009,31,2026-01-15,2026-01-19,M,2026-01-15,68
