order_id,product_id,quantity,order_date,due_date,release_time,material_available_time,penalty_per_hour,level
MO_00863,TYRE_0112,38,2026-01-17,2026-01-21 00:00:00,2026-01-18 19:00:00,2026-01-19 02:00:00,31,0
MO_00864,TYRE_0028,38,2026-01-17,2026-01-20 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,31,1
MO_00865,TYRE_0060,38,2026-01-17,2026-01-20 12:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,31,2
MO_00866,TYRE_0059,114,2026-01-17,2026-01-20 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,31,3
MO_00867,TYRE_0064,38,2026-01-17,2026-01-20 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,31,3
MO_00868,TYRE_0087,152,2026-01-17,2026-01-20 12:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,31,2
MO_00869,TYRE_0084,114,2026-01-17,2026-01-20 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,31,1
MO_00870,TYRE_0147,63,2026-01-07,2026-01-14 00:00:00,2026-01-08 23:00:00,2026-01-11 08:00:00,43,0
MO_00871,TYRE_0116,52,2026-01-24,2026-01-29 00:00:00,2026-01-24 17:00:00,2026-01-25 15:00:00,22,0
MO_00872,TYRE_0143,91,2026-01-23,2026-01-26 00:00:00,2026-01-24 19:00:00,2026-01-25 00:00:00,64,0
MO_00873,TYRE_0094,364,2026-01-23,2026-01-25 20:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,64,1
MO_00874,TYRE_0058,10,2026-01-30,2026-02-03 00:00:00,2026-01-30 01:00:00,2026-01-30 11:00:00,17,0
MO_00875,TYRE_0138,30,2026-01-30,2026-02-02 20:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,17,1
MO_00876,TYRE_0003,51,2026-01-05,2026-01-12 00:00:00,2026-01-06 04:00:00,2026-01-06 20:00:00,71,0
MO_00877,TYRE_0051,102,2026-01-05,2026-01-11 20:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,71,1
MO_00878,TYRE_0054,102,2026-01-05,2026-01-11 12:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,71,2
MO_00879,TYRE_0123,102,2026-01-05,2026-01-11 00:00:00,2026-01-04 23:00:00,2026-01-05 00:00:00,71,3
MO_00880,TYRE_0126,75,2026-01-12,2026-01-13 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,31,0
MO_00881,TYRE_0089,150,2026-01-12,2026-01-12 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,31,1
MO_00882,TYRE_0107,58,2026-01-17,2026-01-22 00:00:00,2026-01-18 06:00:00,2026-01-20 10:00:00,65,0
MO_00883,TYRE_0058,232,2026-01-17,2026-01-21 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,1
MO_00884,TYRE_0138,696,2026-01-17,2026-01-21 12:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,2
MO_00885,TYRE_0060,58,2026-01-17,2026-01-21 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,1
MO_00886,TYRE_0059,174,2026-01-17,2026-01-21 12:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,2
MO_00887,TYRE_0071,174,2026-01-17,2026-01-21 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,3
MO_00888,TYRE_0014,348,2026-01-17,2026-01-21 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,3
MO_00889,TYRE_0064,58,2026-01-17,2026-01-21 12:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,2
MO_00890,TYRE_0081,174,2026-01-17,2026-01-21 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,3
MO_00891,TYRE_0060,58,2026-01-17,2026-01-21 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,65,3
MO_00892,TYRE_0081,78,2026-01-23,2026-01-27 00:00:00,2026-01-24 16:00:00,2026-01-26 00:00:00,93,0
MO_00893,TYRE_0118,27,2026-01-13,2026-01-17 00:00:00,2026-01-13 17:00:00,2026-01-13 18:00:00,30,0
MO_00894,TYRE_0118,13,2026-01-23,2026-02-06 00:00:00,2026-01-23 08:00:00,2026-01-24 12:00:00,58,0
MO_00895,TYRE_0072,46,2026-01-25,2026-01-31 00:00:00,2026-01-25 07:00:00,2026-01-27 15:00:00,15,0
MO_00896,TYRE_0109,42,2026-01-03,2026-01-04 00:00:00,2026-01-03 00:00:00,2026-01-03 00:00:00,44,0
MO_00897,TYRE_0027,42,2026-01-03,2026-01-03 20:00:00,2026-01-02 20:00:00,2026-01-03 00:00:00,44,1
MO_00898,TYRE_0007,126,2026-01-03,2026-01-03 12:00:00,2026-01-02 12:00:00,2026-01-03 00:00:00,44,2
MO_00899,TYRE_0146,378,2026-01-03,2026-01-03 00:00:00,2026-01-02 00:00:00,2026-01-03 00:00:00,44,3
MO_00900,TYRE_0074,378,2026-01-03,2026-01-03 00:00:00,2026-01-02 00:00:00,2026-01-03 00:00:00,44,3
MO_00901,TYRE_0083,168,2026-01-03,2026-01-03 20:00:00,2026-01-02 20:00:00,2026-01-03 00:00:00,44,1
MO_00902,TYRE_0025,64,2026-01-09,2026-01-14 00:00:00,2026-01-09 04:00:00,2026-01-09 05:00:00,36,0
MO_00903,TYRE_0037,64,2026-01-09,2026-01-13 20:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,1
MO_00904,TYRE_0135,128,2026-01-09,2026-01-13 12:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,2
MO_00905,TYRE_0082,256,2026-01-09,2026-01-13 00:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,3
MO_00906,TYRE_0081,256,2026-01-09,2026-01-13 00:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,3
MO_00907,TYRE_0115,128,2026-01-09,2026-01-13 20:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,1
MO_00908,TYRE_0016,128,2026-01-09,2026-01-13 12:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,2
MO_00909,TYRE_0075,256,2026-01-09,2026-01-13 00:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,3
MO_00910,TYRE_0005,512,2026-01-09,2026-01-13 00:00:00,2026-01-08 23:00:00,2026-01-09 00:00:00,36,3
MO_00911,TYRE_0086,98,2026-01-30,2026-02-10 00:00:00,2026-01-31 23:00:00,2026-02-02 05:00:00,93,0
MO_00912,TYRE_0093,294,2026-01-30,2026-02-09 20:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,93,1
MO_00913,TYRE_0102,1176,2026-01-30,2026-02-09 12:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,93,2
MO_00914,TYRE_0041,294,2026-01-30,2026-02-09 12:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,93,2
MO_00915,TYRE_0033,294,2026-01-30,2026-02-09 20:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,93,1
MO_00916,TYRE_0062,8,2026-01-17,2026-01-19 00:00:00,2026-01-17 13:00:00,2026-01-18 00:00:00,49,0
MO_00917,TYRE_0118,16,2026-01-17,2026-01-18 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,49,1
MO_00918,TYRE_0012,16,2026-01-17,2026-01-18 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,49,1
MO_00919,TYRE_0014,47,2026-01-17,2026-01-21 00:00:00,2026-01-17 12:00:00,2026-01-19 19:00:00,23,0
MO_00920,TYRE_0055,18,2026-01-30,2026-02-05 00:00:00,2026-01-30 10:00:00,2026-02-01 15:00:00,83,0
MO_00921,TYRE_0009,72,2026-01-30,2026-02-04 20:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,83,1
MO_00922,TYRE_0053,36,2026-01-30,2026-02-04 20:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,83,1
MO_00923,TYRE_0122,108,2026-01-30,2026-02-04 12:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,83,2
MO_00924,TYRE_0112,324,2026-01-30,2026-02-04 00:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,83,3
MO_00925,TYRE_0110,72,2026-01-30,2026-02-04 12:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,83,2
MO_00926,TYRE_0042,216,2026-01-30,2026-02-04 00:00:00,2026-01-29 23:00:00,2026-01-30 00:00:00,83,3
MO_00927,TYRE_0102,23,2026-01-20,2026-01-24 00:00:00,2026-01-20 19:00:00,2026-01-22 23:00:00,61,0
MO_00928,TYRE_0023,71,2026-01-16,2026-01-17 00:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,88,0
MO_00929,TYRE_0145,284,2026-01-16,2026-01-16 20:00:00,2026-01-15 20:00:00,2026-01-16 00:00:00,88,1
MO_00930,TYRE_0138,79,2026-01-25,2026-01-29 00:00:00,2026-01-26 20:00:00,2026-01-28 00:00:00,49,0
MO_00931,TYRE_0126,14,2026-01-22,2026-01-29 00:00:00,2026-01-23 02:00:00,2026-01-24 08:00:00,52,0
MO_00932,TYRE_0089,28,2026-01-22,2026-01-28 20:00:00,2026-01-21 23:00:00,2026-01-22 00:00:00,52,1
MO_00933,TYRE_0116,35,2026-01-13,2026-01-18 00:00:00,2026-01-13 14:00:00,2026-01-14 13:00:00,67,0
MO_00934,TYRE_0149,94,2026-01-27,2026-02-03 00:00:00,2026-01-28 05:00:00,2026-01-29 05:00:00,12,0
MO_00935,TYRE_0027,376,2026-01-27,2026-02-02 20:00:00,2026-01-26 23:00:00,2026-01-27 00:00:00,12,1
MO_00936,TYRE_0007,1128,2026-01-27,2026-02-02 12:00:00,2026-01-26 23:00:00,2026-01-27 00:00:00,12,2
MO_00937,TYRE_0146,3384,2026-01-27,2026-02-02 00:00:00,2026-01-26 23:00:00,2026-01-27 00:00:00,12,3
MO_00938,TYRE_0074,3384,2026-01-27,2026-02-02 00:00:00,2026-01-26 23:00:00,2026-01-27 00:00:00,12,3
MO_00939,TYRE_0083,34,2026-01-19,2026-01-25 00:00:00,2026-01-19 15:00:00,2026-01-21 01:00:00,24,0
MO_00940,TYRE_0120,18,2026-01-17,2026-01-20 00:00:00,2026-01-18 20:00:00,2026-01-19 00:00:00,54,0
MO_00941,TYRE_0080,18,2026-01-17,2026-01-19 20:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,54,1
MO_00942,TYRE_0017,18,2026-01-17,2026-01-19 12:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,54,2
MO_00943,TYRE_0066,54,2026-01-17,2026-01-19 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,54,3
MO_00944,TYRE_0135,18,2026-01-17,2026-01-19 00:00:00,2026-01-16 23:00:00,2026-01-17 00:00:00,54,3
MO_00945,TYRE_0012,57,2026-01-04,2026-01-10 00:00:00,2026-01-05 15:00:00,2026-01-08 14:00:00,20,0
MO_00946,TYRE_0014,62,2026-01-12,2026-01-23 00:00:00,2026-01-12 17:00:00,2026-01-15 13:00:00,48,0
MO_00947,TYRE_0106,25,2026-01-29,2026-02-07 00:00:00,2026-01-30 22:00:00,2026-02-01 01:00:00,28,0
MO_00948,TYRE_0077,32,2026-01-09,2026-01-17 00:00:00,2026-01-10 17:00:00,2026-01-12 01:00:00,88,0
MO_00949,TYRE_0083,36,2026-01-19,2026-01-22 00:00:00,2026-01-19 22:00:00,2026-01-21 00:00:00,29,0
MO_00950,TYRE_0101,38,2026-01-12,2026-01-18 00:00:00,2026-01-13 11:00:00,2026-01-14 02:00:00,95,0
MO_00951,TYRE_0028,38,2026-01-12,2026-01-17 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,95,1
MO_00952,TYRE_0060,38,2026-01-12,2026-01-17 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,95,2
MO_00953,TYRE_0059,114,2026-01-12,2026-01-17 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,95,3
MO_00954,TYRE_0064,38,2026-01-12,2026-01-17 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,95,3
MO_00955,TYRE_0087,152,2026-01-12,2026-01-17 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,95,2
MO_00956,TYRE_0123,114,2026-01-12,2026-01-17 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,95,1
MO_00957,TYRE_0048,228,2026-01-12,2026-01-17 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,95,2
MO_00958,TYRE_0044,62,2026-01-09,2026-01-11 00:00:00,2026-01-09 23:00:00,2026-01-10 00:00:00,80,0
MO_00959,TYRE_0145,18,2026-01-07,2026-01-14 00:00:00,2026-01-07 07:00:00,2026-01-07 18:00:00,65,0
MO_00960,TYRE_0035,33,2026-01-28,2026-01-29 00:00:00,2026-01-28 00:00:00,2026-01-28 00:00:00,87,0
MO_00961,TYRE_0006,99,2026-01-28,2026-01-28 20:00:00,2026-01-27 20:00:00,2026-01-28 00:00:00,87,1
MO_00962,TYRE_0080,33,2026-01-28,2026-01-28 20:00:00,2026-01-27 20:00:00,2026-01-28 00:00:00,87,1
MO_00963,TYRE_0017,33,2026-01-28,2026-01-28 12:00:00,2026-01-27 12:00:00,2026-01-28 00:00:00,87,2
MO_00964,TYRE_0066,99,2026-01-28,2026-01-28 00:00:00,2026-01-27 00:00:00,2026-01-28 00:00:00,87,3
MO_00965,TYRE_0135,33,2026-01-28,2026-01-28 00:00:00,2026-01-27 00:00:00,2026-01-28 00:00:00,87,3
MO_00966,TYRE_0108,79,2026-01-14,2026-01-18 00:00:00,2026-01-15 04:00:00,2026-01-16 06:00:00,13,0
MO_00967,TYRE_0127,158,2026-01-14,2026-01-17 20:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,13,1
MO_00968,TYRE_0142,632,2026-01-14,2026-01-17 12:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,13,2
MO_00969,TYRE_0011,474,2026-01-14,2026-01-17 12:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,13,2
MO_00970,TYRE_0112,948,2026-01-14,2026-01-17 00:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,13,3
MO_00971,TYRE_0039,1422,2026-01-14,2026-01-17 00:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,13,3
MO_00972,TYRE_0048,13,2026-01-20,2026-01-28 00:00:00,2026-01-20 11:00:00,2026-01-21 22:00:00,18,0
MO_00973,TYRE_0085,16,2026-01-19,2026-01-24 00:00:00,2026-01-19 17:00:00,2026-01-22 03:00:00,34,0
MO_00974,TYRE_0084,11,2026-01-26,2026-01-28 00:00:00,2026-01-26 18:00:00,2026-01-26 20:00:00,56,0
MO_00975,TYRE_0080,68,2026-01-15,2026-01-22 00:00:00,2026-01-16 11:00:00,2026-01-17 18:00:00,58,0
MO_00976,TYRE_0017,68,2026-01-15,2026-01-21 20:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,58,1
MO_00977,TYRE_0066,204,2026-01-15,2026-01-21 12:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,58,2
MO_00978,TYRE_0011,408,2026-01-15,2026-01-21 00:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,58,3
MO_00979,TYRE_0010,204,2026-01-15,2026-01-21 00:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,58,3
MO_00980,TYRE_0135,68,2026-01-15,2026-01-21 12:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,58,2
MO_00981,TYRE_0082,136,2026-01-15,2026-01-21 00:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,58,3
MO_00982,TYRE_0081,136,2026-01-15,2026-01-21 00:00:00,2026-01-14 23:00:00,2026-01-15 00:00:00,58,3
MO_00983,TYRE_0055,32,2026-01-16,2026-01-22 00:00:00,2026-01-17 08:00:00,2026-01-17 22:00:00,36,0
MO_00984,TYRE_0009,128,2026-01-16,2026-01-21 20:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,36,1
MO_00985,TYRE_0053,64,2026-01-16,2026-01-21 20:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,36,1
MO_00986,TYRE_0122,192,2026-01-16,2026-01-21 12:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,36,2
MO_00987,TYRE_0112,576,2026-01-16,2026-01-21 00:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,36,3
MO_00988,TYRE_0110,128,2026-01-16,2026-01-21 12:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,36,2
MO_00989,TYRE_0042,384,2026-01-16,2026-01-21 00:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,36,3
MO_00990,TYRE_0070,9,2026-01-21,2026-01-26 00:00:00,2026-01-21 04:00:00,2026-01-23 21:00:00,37,0
MO_00991,TYRE_0027,27,2026-01-21,2026-01-25 20:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,37,1
MO_00992,TYRE_0007,81,2026-01-21,2026-01-25 12:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,37,2
MO_00993,TYRE_0146,243,2026-01-21,2026-01-25 00:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,37,3
MO_00994,TYRE_0074,243,2026-01-21,2026-01-25 00:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,37,3
MO_00995,TYRE_0091,27,2026-01-21,2026-01-25 20:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,37,1
MO_00996,TYRE_0124,54,2026-01-21,2026-01-25 12:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,37,2
MO_00997,TYRE_0089,216,2026-01-21,2026-01-25 00:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,37,3
MO_00998,TYRE_0009,68,2026-01-05,2026-01-11 00:00:00,2026-01-06 14:00:00,2026-01-09 04:00:00,97,0
MO_00999,TYRE_0145,40,2026-01-03,2026-01-07 00:00:00,2026-01-04 03:00:00,2026-01-04 03:00:00,71,0
MO_01000,TYRE_0112,36,2026-01-12,2026-01-15 00:00:00,2026-01-13 01:00:00,2026-01-13 05:00:00,25,0
MO_01001,TYRE_0028,36,2026-01-12,2026-01-14 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,25,1
MO_01002,TYRE_0060,36,2026-01-12,2026-01-14 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,25,2
MO_01003,TYRE_0059,108,2026-01-12,2026-01-14 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,25,3
MO_01004,TYRE_0064,36,2026-01-12,2026-01-14 00:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,25,3
MO_01005,TYRE_0087,144,2026-01-12,2026-01-14 12:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,25,2
MO_01006,TYRE_0084,108,2026-01-12,2026-01-14 20:00:00,2026-01-11 23:00:00,2026-01-12 00:00:00,25,1
MO_01007,TYRE_0090,53,2026-01-25,2026-01-29 00:00:00,2026-01-26 18:00:00,2026-01-26 23:00:00,96,0
MO_01008,TYRE_0127,212,2026-01-25,2026-01-28 20:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,96,1
MO_01009,TYRE_0142,848,2026-01-25,2026-01-28 12:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,96,2
MO_01010,TYRE_0011,636,2026-01-25,2026-01-28 12:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,96,2
MO_01011,TYRE_0112,1272,2026-01-25,2026-01-28 00:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,96,3
MO_01012,TYRE_0039,1908,2026-01-25,2026-01-28 00:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,96,3
MO_01013,TYRE_0091,49,2026-01-20,2026-01-27 00:00:00,2026-01-20 20:00:00,2026-01-21 00:00:00,55,0
MO_01014,TYRE_0124,98,2026-01-20,2026-01-26 20:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,55,1
MO_01015,TYRE_0089,392,2026-01-20,2026-01-26 12:00:00,2026-01-19 23:00:00,2026-01-20 00:00:00,55,2
MO_01016,TYRE_0128,28,2026-01-27,2026-02-02 00:00:00,2026-01-27 22:00:00,2026-01-29 01:00:00,84,0
MO_01017,TYRE_0009,12,2026-01-21,2026-01-27 00:00:00,2026-01-21 20:00:00,2026-01-24 16:00:00,55,0
MO_01018,TYRE_0120,25,2026-01-04,2026-01-09 00:00:00,2026-01-04 10:00:00,2026-01-06 05:00:00,49,0
MO_01019,TYRE_0080,25,2026-01-04,2026-01-08 20:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,49,1
MO_01020,TYRE_0017,25,2026-01-04,2026-01-08 12:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,49,2
MO_01021,TYRE_0066,75,2026-01-04,2026-01-08 00:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,49,3
MO_01022,TYRE_0135,25,2026-01-04,2026-01-08 00:00:00,2026-01-03 23:00:00,2026-01-04 00:00:00,49,3
MO_01023,TYRE_0055,33,2026-01-21,2026-01-25 00:00:00,2026-01-22 17:00:00,2026-01-23 08:00:00,92,0
MO_01024,TYRE_0009,132,2026-01-21,2026-01-24 20:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,92,1
MO_01025,TYRE_0053,66,2026-01-21,2026-01-24 20:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,92,1
MO_01026,TYRE_0122,198,2026-01-21,2026-01-24 12:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,92,2
MO_01027,TYRE_0112,594,2026-01-21,2026-01-24 00:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,92,3
MO_01028,TYRE_0110,132,2026-01-21,2026-01-24 12:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,92,2
MO_01029,TYRE_0042,396,2026-01-21,2026-01-24 00:00:00,2026-01-20 23:00:00,2026-01-21 00:00:00,92,3
MO_01030,TYRE_0090,27,2026-01-23,2026-01-28 00:00:00,2026-01-24 14:00:00,2026-01-27 12:00:00,43,0
MO_01031,TYRE_0127,108,2026-01-23,2026-01-27 20:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,43,1
MO_01032,TYRE_0142,432,2026-01-23,2026-01-27 12:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,43,2
MO_01033,TYRE_0011,324,2026-01-23,2026-01-27 12:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,43,2
MO_01034,TYRE_0112,648,2026-01-23,2026-01-27 00:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,43,3
MO_01035,TYRE_0039,972,2026-01-23,2026-01-27 00:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,43,3
MO_01036,TYRE_0124,80,2026-01-16,2026-01-29 00:00:00,2026-01-16 15:00:00,2026-01-17 12:00:00,96,0
MO_01037,TYRE_0089,320,2026-01-16,2026-01-28 20:00:00,2026-01-15 23:00:00,2026-01-16 00:00:00,96,1
MO_01038,TYRE_0061,77,2026-01-25,2026-01-30 00:00:00,2026-01-26 08:00:00,2026-01-27 06:00:00,19,0
MO_01039,TYRE_0095,231,2026-01-25,2026-01-29 20:00:00,2026-01-24 23:00:00,2026-01-25 00:00:00,19,1
MO_01040,TYRE_0126,67,2026-01-07,2026-01-12 00:00:00,2026-01-08 02:00:00,2026-01-09 20:00:00,10,0
MO_01041,TYRE_0089,134,2026-01-07,2026-01-11 20:00:00,2026-01-06 23:00:00,2026-01-07 00:00:00,10,1
MO_01042,TYRE_0116,7,2026-01-13,2026-01-18 00:00:00,2026-01-13 00:00:00,2026-01-15 19:00:00,75,0
MO_01043,TYRE_0043,21,2026-01-21,2026-01-26 00:00:00,2026-01-22 19:00:00,2026-01-24 13:00:00,95,0
MO_01044,TYRE_0012,12,2026-01-10,2026-01-23 00:00:00,2026-01-10 15:00:00,2026-01-11 16:00:00,26,0
MO_01045,TYRE_0080,19,2026-01-26,2026-01-31 00:00:00,2026-01-26 04:00:00,2026-01-27 20:00:00,56,0
MO_01046,TYRE_0017,19,2026-01-26,2026-01-30 20:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,56,1
MO_01047,TYRE_0066,57,2026-01-26,2026-01-30 12:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,56,2
MO_01048,TYRE_0011,114,2026-01-26,2026-01-30 00:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,56,3
MO_01049,TYRE_0010,57,2026-01-26,2026-01-30 00:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,56,3
MO_01050,TYRE_0135,19,2026-01-26,2026-01-30 12:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,56,2
MO_01051,TYRE_0082,38,2026-01-26,2026-01-30 00:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,56,3
MO_01052,TYRE_0081,38,2026-01-26,2026-01-30 00:00:00,2026-01-25 23:00:00,2026-01-26 00:00:00,56,3
MO_01053,TYRE_0093,95,2026-01-07,2026-01-20 00:00:00,2026-01-08 21:00:00,2026-01-11 18:00:00,33,0
MO_01054,TYRE_0102,380,2026-01-07,2026-01-19 20:00:00,2026-01-06 23:00:00,2026-01-07 00:00:00,33,1
MO_01055,TYRE_0041,95,2026-01-07,2026-01-19 20:00:00,2026-01-06 23:00:00,2026-01-07 00:00:00,33,1
MO_01056,TYRE_0101,43,2026-01-14,2026-01-20 00:00:00,2026-01-14 17:00:00,2026-01-15 23:00:00,59,0
MO_01057,TYRE_0028,43,2026-01-14,2026-01-19 20:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,59,1
MO_01058,TYRE_0060,43,2026-01-14,2026-01-19 12:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,59,2
MO_01059,TYRE_0059,129,2026-01-14,2026-01-19 00:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,59,3
MO_01060,TYRE_0064,43,2026-01-14,2026-01-19 00:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,59,3
MO_01061,TYRE_0087,172,2026-01-14,2026-01-19 12:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,59,2
MO_01062,TYRE_0123,129,2026-01-14,2026-01-19 20:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,59,1
MO_01063,TYRE_0048,258,2026-01-14,2026-01-19 12:00:00,2026-01-13 23:00:00,2026-01-14 00:00:00,59,2
MO_01064,TYRE_0012,86,2026-01-26,2026-02-02 00:00:00,2026-01-27 16:00:00,2026-01-28 08:00:00,94,0
MO_01065,TYRE_0081,93,2026-01-05,2026-01-08 00:00:00,2026-01-06 09:00:00,2026-01-06 17:00:00,38,0
MO_01066,TYRE_0091,53,2026-01-03,2026-01-08 00:00:00,2026-01-04 19:00:00,2026-01-07 01:00:00,87,0
MO_01067,TYRE_0124,106,2026-01-03,2026-01-07 20:00:00,2026-01-02 23:00:00,2026-01-03 00:00:00,87,1
MO_01068,TYRE_0089,424,2026-01-03,2026-01-07 12:00:00,2026-01-02 23:00:00,2026-01-03 00:00:00,87,2
MO_01069,TYRE_0061,98,2026-01-23,2026-01-28 00:00:00,2026-01-24 00:00:00,2026-01-24 05:00:00,81,0
MO_01070,TYRE_0095,294,2026-01-23,2026-01-27 20:00:00,2026-01-22 23:00:00,2026-01-23 00:00:00,81,1
MO_01071,TYRE_0061,77,2026-01-29,2026-02-12 00:00:00,2026-01-30 17:00:00,2026-02-02 14:00:00,95,0
MO_01072,TYRE_0095,231,2026-01-29,2026-02-11 20:00:00,2026-01-28 23:00:00,2026-01-29 00:00:00,95,1
MO_01073,TYRE_0009,86,2026-01-11,2026-01-16 00:00:00,2026-01-12 09:00:00,2026-01-15 00:00:00,96,0
