product_id,operation_seq,department,machine_id,proc_time_min
TYRE_0080,7,FIN,FIN_M3,17
TYRE_0080,8,INS,INS_M3,16
TYRE_0081,1,MIX,MIX_M3,14
TYRE_0081,2,CAL,CAL_M1,43
TYRE_0081,3,EXT,EXT_M1,24
TYRE_0081,4,EXT,EXT_M4,16
TYRE_0081,5,BLD,BLD_M5,31
TYRE_0081,6,CUR,CUR_M3,45
TYRE_0081,7,FIN,FIN_M3,20
TYRE_0081,8,INS,INS_M3,23
TYRE_0082,1,MIX,MIX_M2,16
TYRE_0082,2,CAL,CAL_M2,40
TYRE_0082,3,EXT,EXT_M5,43
TYRE_0082,4,BLD,BLD_M3,36
TYRE_0082,5,CUR,CUR_M5,50
TYRE_0082,6,FIN,FIN_M3,25
TYRE_0082,7,INS,INS_M2,20
TYRE_0083,1,MIX,MIX_M1,24
TYRE_0083,2,CAL,CAL_M1,19
TYRE_0083,3,EXT,EXT_M2,42
TYRE_0083,4,BLD,BLD_M6,43
TYRE_0083,5,CUR,CUR_M7,75
TYRE_0083,6,FIN,FIN_M3,12
TYRE_0083,7,INS,INS_M2,10
TYRE_0084,1,MIX,MIX_M3,27
TYRE_0084,2,CAL,CAL_M1,29
TYRE_0084,3,EXT,EXT_M3,36
TYRE_0084,4,BLD,BLD_M6,41
TYRE_0084,5,CUR,CUR_M5,77
TYRE_0084,6,FIN,FIN_M4,30
TYRE_0084,7,INS,INS_M2,13
TYRE_0085,1,MIX,MIX_M2,25
TYRE_0085,2,CAL,CAL_M1,34
TYRE_0085,3,EXT,EXT_M5,25
TYRE_0085,4,BLD,BLD_M5,27
TYRE_0085,5,CUR,CUR_M2,80
TYRE_0085,6,FIN,FIN_M4,19
TYRE_0085,7,INS,INS_M3,23
TYRE_0086,1,MIX,MIX_M1,14
TYRE_0086,2,CAL,CAL_M1,45
TYRE_0086,3,EXT,EXT_M1,24
TYRE_0086,4,EXT,EXT_M4,18
TYRE_0086,5,BLD,BLD_M1,27
TYRE_0086,6,CUR,CUR_M3,64
TYRE_0086,7,FIN,FIN_M4,21
TYRE_0086,8,INS,INS_M3,27
TYRE_0087,1,MIX,MIX_M4,28
TYRE_0087,2,CAL,CAL_M2,43
TYRE_0087,3,EXT,EXT_M4,35
TYRE_0087,4,EXT,EXT_M1,41
TYRE_0087,5,BLD,BLD_M4,39
TYRE_0087,6,CUR,CUR_M7,57
TYRE_0087,7,FIN,FIN_M1,21
TYRE_0087,8,INS,INS_M1,24
TYRE_0088,1,MIX,MIX_M4,17
TYRE_0088,2,CAL,CAL_M3,18
TYRE_0088,3,EXT,EXT_M3,32
TYRE_0088,4,EXT,EXT_M3,16
TYRE_0088,5,BLD,BLD_M4,28
TYRE_0088,6,CUR,CUR_M4,47
TYRE_0088,7,FIN,FIN_M4,12
TYRE_0088,8,INS,INS_M3,16
TYRE_0089,1,MIX,MIX_M1,11
TYRE_0089,2,CAL,CAL_M3,22
TYRE_0089,3,EXT,EXT_M2,40
TYRE_0089,4,BLD,BLD_M5,26
TYRE_0089,5,CUR,CUR_M2,88
TYRE_0089,6,FIN,FIN_M2,28
TYRE_0089,7,INS,INS_M1,17
TYRE_0090,1,MIX,MIX_M3,14
TYRE_0090,2,CAL,CAL_M1,23
TYRE_0090,3,EXT,EXT_M2,19
TYRE_0090,4,BLD,BLD_M5,28
TYRE_0090,5,CUR,CUR_M3,47
TYRE_0090,6,FIN,FIN_M1,14
TYRE_0090,7,INS,INS_M1,21
TYRE_0091,1,MIX,MIX_M2,28
TYRE_0091,2,CAL,CAL_M3,15
TYRE_0091,3,EXT,EXT_M2,23
TYRE_0091,4,EXT,EXT_M1,19
TYRE_0091,5,BLD,BLD_M6,33
TYRE_0091,6,CUR,CUR_M2,87
TYRE_0091,7,FIN,FIN_M1,25
TYRE_0091,8,INS,INS_M2,21
TYRE_0092,1,MIX,MIX_M1,24
TYRE_0092,2,CAL,CAL_M2,45
TYRE_0092,3,EXT,EXT_M5,16
TYRE_0092,4,EXT,EXT_M5,24
TYRE_0092,5,BLD,BLD_M4,40
TYRE_0092,6,CUR,CUR_M1,43
TYRE_0092,7,FIN,FIN_M4,22
TYRE_0092,8,INS,INS_M2,13
TYRE_0093,1,MIX,MIX_M4,24
TYRE_0093,2,CAL,CAL_M1,43
TYRE_0093,3,EXT,EXT_M1,25
TYRE_0093,4,BLD,BLD_M5,24
TYRE_0093,5,CUR,CUR_M2,48
TYRE_0093,6,FIN,FIN_M3,29
TYRE_0093,7,INS,INS_M3,28
TYRE_0094,1,MIX,MIX_M3,22
TYRE_0094,2,CAL,CAL_M3,29
TYRE_0094,3,EXT,EXT_M5,34
TYRE_0094,4,EXT,EXT_M4,18
TYRE_0094,5,BLD,BLD_M6,23
TYRE_0094,6,CUR,CUR_M4,67
TYRE_0094,7,FIN,FIN_M4,17
TYRE_0094,8,INS,INS_M2,20
TYRE_0095,1,MIX,MIX_M4,22
TYRE_0095,2,CAL,CAL_M4,38
TYRE_0095,3,EXT,EXT_M1,25
TYRE_0095,4,BLD,BLD_M4,30
TYRE_0095,5,CUR,CUR_M5,63
TYRE_0095,6,FIN,FIN_M2,25
TYRE_0095,7,INS,INS_M1,12
TYRE_0096,1,MIX,MIX_M1,12
TYRE_0096,2,CAL,CAL_M4,18
TYRE_0096,3,EXT,EXT_M3,40
TYRE_0096,4,BLD,BLD_M2,37
TYRE_0096,5,CUR,CUR_M1,77
TYRE_0096,6,FIN,FIN_M3,13
TYRE_0096,7,INS,INS_M2,21
TYRE_0097,1,MIX,MIX_M4,11
TYRE_0097,2,CAL,CAL_M3,34
TYRE_0097,3,EXT,EXT_M3,26
TYRE_0097,4,BLD,BLD_M1,38
TYRE_0097,5,CUR,CUR_M4,49
TYRE_0097,6,FIN,FIN_M4,17
TYRE_0097,7,INS,INS_M1,21
TYRE_0098,1,MIX,MIX_M3,13
TYRE_0098,2,CAL,CAL_M3,33
TYRE_0098,3,EXT,EXT_M2,40
TYRE_0098,4,BLD,BLD_M4,47
TYRE_0098,5,CUR,CUR_M1,78
TYRE_0098,6,FIN,FIN_M3,10
TYRE_0098,7,INS,INS_M1,18
TYRE_0099,1,MIX,MIX_M3,20
TYRE_0099,2,CAL,CAL_M3,15
TYRE_0099,3,EXT,EXT_M2,42
TYRE_0099,4,BLD,BLD_M2,38
TYRE_0099,5,CUR,CUR_M7,44
TYRE_0099,6,FIN,FIN_M2,30
TYRE_0099,7,INS,INS_M1,12
TYRE_0100,1,MIX,MIX_M2,22
TYRE_0100,2,CAL,CAL_M4,29
TYRE_0100,3,EXT,EXT_M3,20
TYRE_0100,4,BLD,BLD_M3,29
TYRE_0100,5,CUR,CUR_M6,89
TYRE_0100,6,FIN,FIN_M1,11
TYRE_0100,7,INS,INS_M1,15
TYRE_0101,1,MIX,MIX_M1,12
TYRE_0101,2,CAL,CAL_M3,29
TYRE_0101,3,EXT,EXT_M4,30
TYRE_0101,4,EXT,EXT_M5,29
TYRE_0101,5,BLD,BLD_M4,28
TYRE_0101,6,CUR,CUR_M4,88
TYRE_0101,7,FIN,FIN_M1,21
TYRE_0101,8,INS,INS_M2,13
TYRE_0102,1,MIX,MIX_M3,28
TYRE_0102,2,CAL,CAL_M4,31
TYRE_0102,3,EXT,EXT_M3,16
TYRE_0102,4,BLD,BLD_M2,32
TYRE_0102,5,CUR,CUR_M1,40
TYRE_0102,6,FIN,FIN_M2,19
TYRE_0102,7,INS,INS_M1,14
TYRE_0103,1,MIX,MIX_M3,19
TYRE_0103,2,CAL,CAL_M3,18
TYRE_0103,3,EXT,EXT_M1,30
TYRE_0103,4,BLD,BLD_M6,33
TYRE_0103,5,CUR,CUR_M3,48
TYRE_0103,6,FIN,FIN_M4,27
TYRE_0103,7,INS,INS_M3,17
TYRE_0104,1,MIX,MIX_M3,12
TYRE_0104,2,CAL,CAL_M4,42
TYRE_0104,3,CAL,CAL_M1,28
TYRE_0104,4,EXT,EXT_M1,29
TYRE_0104,5,EXT,EXT_M1,42
TYRE_0104,6,BLD,BLD_M3,38
TYRE_0104,7,CUR,CUR_M7,76
TYRE_0104,8,CUR,CUR_M7,85
TYRE_0104,9,FIN,FIN_M4,19
TYRE_0104,10,INS,INS_M1,22
TYRE_0105,1,MIX,MIX_M1,20
TYRE_0105,2,CAL,CAL_M2,40
TYRE_0105,3,EXT,EXT_M5,29
TYRE_0105,4,BLD,BLD_M6,49
TYRE_0105,5,CUR,CUR_M6,45
TYRE_0105,6,FIN,FIN_M4,13
TYRE_0105,7,INS,INS_M1,23
TYRE_0106,1,MIX,MIX_M4,26
TYRE_0106,2,CAL,CAL_M1,27
TYRE_0106,3,EXT,EXT_M3,38
TYRE_0106,4,BLD,BLD_M3,27
TYRE_0106,5,CUR,CUR_M6,89
TYRE_0106,6,FIN,FIN_M2,12
TYRE_0106,7,INS,INS_M3,30
TYRE_0107,1,MIX,MIX_M1,26
TYRE_0107,2,CAL,CAL_M2,43
TYRE_0107,3,EXT,EXT_M3,26
TYRE_0107,4,EXT,EXT_M2,22
TYRE_0107,5,BLD,BLD_M1,24
TYRE_0107,6,CUR,CUR_M5,52
TYRE_0107,7,FIN,FIN_M2,29
TYRE_0107,8,INS,INS_M1,30
TYRE_0108,1,MIX,MIX_M1,15
TYRE_0108,2,CAL,CAL_M4,29
TYRE_0108,3,EXT,EXT_M5,39
TYRE_0108,4,BLD,BLD_M5,34
TYRE_0108,5,CUR,CUR_M6,80
TYRE_0108,6,FIN,FIN_M3,14
TYRE_0108,7,INS,INS_M2,12
TYRE_0109,1,MIX,MIX_M4,24
TYRE_0109,2,CAL,CAL_M3,40
TYRE_0109,3,EXT,EXT_M3,33
TYRE_0109,4,BLD,BLD_M1,31
TYRE_0109,5,CUR,CUR_M2,59
TYRE_0109,6,FIN,FIN_M4,24
TYRE_0109,7,INS,INS_M1,11
TYRE_0110,1,MIX,MIX_M3,19
TYRE_0110,2,CAL,CAL_M1,35
TYRE_0110,3,EXT,EXT_M1,34
TYRE_0110,4,BLD,BLD_M5,36
TYRE_0110,5,CUR,CUR_M7,69
TYRE_0110,6,FIN,FIN_M1,24
TYRE_0110,7,INS,INS_M3,30
TYRE_0111,1,MIX,MIX_M2,20
TYRE_0111,2,CAL,CAL_M4,31
TYRE_0111,3,EXT,EXT_M2,45
TYRE_0111,4,BLD,BLD_M1,34
TYRE_0111,5,CUR,CUR_M2,61
TYRE_0111,6,FIN,FIN_M1,26
TYRE_0111,7,INS,INS_M3,15
TYRE_0112,1,MIX,MIX_M1,17
TYRE_0112,2,CAL,CAL_M4,29
TYRE_0112,3,CAL,CAL_M2,26
TYRE_0112,4,EXT,EXT_M3,44
TYRE_0112,5,EXT,EXT_M3,27
TYRE_0112,6,BLD,BLD_M4,44
TYRE_0112,7,CUR,CUR_M6,83
TYRE_0112,8,CUR,CUR_M1,90
TYRE_0112,9,FIN,FIN_M3,12
TYRE_0112,10,INS,INS_M2,13
TYRE_0113,1,MIX,MIX_M4,19
TYRE_0113,2,CAL,CAL_M3,38
TYRE_0113,3,EXT,EXT_M5,42
TYRE_0113,4,EXT,EXT_M2,25
TYRE_0113,5,BLD,BLD_M1,38
TYRE_0113,6,CUR,CUR_M3,62
TYRE_0113,7,FIN,FIN_M3,30
TYRE_0113,8,INS,INS_M3,22
TYRE_0114,1,MIX,MIX_M2,29
TYRE_0114,2,CAL,CAL_M1,24
TYRE_0114,3,EXT,EXT_M5,27
TYRE_0114,4,EXT,EXT_M3,41
TYRE_0114,5,BLD,BLD_M2,41
TYRE_0114,6,CUR,CUR_M2,81
TYRE_0114,7,FIN,FIN_M4,26
TYRE_0114,8,INS,INS_M2,10
TYRE_0115,1,MIX,MIX_M3,19
TYRE_0115,2,CAL,CAL_M2,45
TYRE_0115,3,EXT,EXT_M2,25
TYRE_0115,4,EXT,EXT_M4,21
TYRE_0115,5,BLD,BLD_M2,24
TYRE_0115,6,CUR,CUR_M3,44
TYRE_0115,7,FIN,FIN_M3,13
TYRE_0115,8,INS,INS_M3,27
TYRE_0116,1,MIX,MIX_M1,20
TYRE_0116,2,CAL,CAL_M2,34
TYRE_0116,3,EXT,EXT_M4,19
TYRE_0116,4,EXT,EXT_M2,20
TYRE_0116,5,BLD,BLD_M6,44
TYRE_0116,6,CUR,CUR_M3,86
TYRE_0116,7,FIN,FIN_M4,11
TYRE_0116,8,INS,INS_M2,21
TYRE_0117,1,MIX,MIX_M2,24
TYRE_0117,2,CAL,CAL_M3,39
TYRE_0117,3,EXT,EXT_M4,22
TYRE_0117,4,BLD,BLD_M5,27
TYRE_0117,5,CUR,CUR_M5,90
TYRE_0117,6,FIN,FIN_M4,16
TYRE_0117,7,INS,INS_M2,28
TYRE_0118,1,MIX,MIX_M4,24
TYRE_0118,2,CAL,CAL_M3,39
TYRE_0118,3,EXT,EXT_M4,31
TYRE_0118,4,EXT,EXT_M5,28
TYRE_0118,5,BLD,BLD_M2,46
TYRE_0118,6,CUR,CUR_M4,78
TYRE_0118,7,FIN,FIN_M2,18
TYRE_0118,8,INS,INS_M1,30
TYRE_0119,1,MIX,MIX_M4,21
TYRE_0119,2,CAL,CAL_M1,37
TYRE_0119,3,EXT,EXT_M5,42
TYRE_0119,4,BLD,BLD_M1,29
TYRE_0119,5,CUR,CUR_M2,88
TYRE_0119,6,FIN,FIN_M2,18
TYRE_0119,7,INS,INS_M2,26
TYRE_0120,1,MIX,MIX_M2,23
TYRE_0120,2,CAL,CAL_M1,45
TYRE_0120,3,EXT,EXT_M2,41
TYRE_0120,4,EXT,EXT_M4,43
TYRE_0120,5,BLD,BLD_M3,49
TYRE_0120,6,CUR,CUR_M1,66
TYRE_0120,7,FIN,FIN_M1,22
TYRE_0120,8,INS,INS_M3,21
TYRE_0121,1,MIX,MIX_M2,22
TYRE_0121,2,CAL,CAL_M1,26
TYRE_0121,3,EXT,EXT_M2,15
TYRE_0121,4,EXT,EXT_M3,44
TYRE_0121,5,BLD,BLD_M1,46
TYRE_0121,6,CUR,CUR_M6,90
TYRE_0121,7,FIN,FIN_M2,14
TYRE_0121,8,INS,INS_M1,19
TYRE_0122,1,MIX,MIX_M4,14
TYRE_0122,2,CAL,CAL_M4,29
TYRE_0122,3,EXT,EXT_M5,15
TYRE_0122,4,BLD,BLD_M1,20
TYRE_0122,5,CUR,CUR_M5,53
TYRE_0122,6,FIN,FIN_M2,27
TYRE_0122,7,INS,INS_M3,29
TYRE_0123,1,MIX,MIX_M4,13
TYRE_0123,2,CAL,CAL_M3,22
TYRE_0123,3,EXT,EXT_M3,18
TYRE_0123,4,BLD,BLD_M1,27
TYRE_0123,5,CUR,CUR_M7,80
TYRE_0123,6,FIN,FIN_M4,12
TYRE_0123,7,INS,INS_M1,25
TYRE_0124,1,MIX,MIX_M1,30
TYRE_0124,2,CAL,CAL_M2,37
TYRE_0124,3,EXT,EXT_M2,24
TYRE_0124,4,BLD,BLD_M4,20
TYRE_0124,5,CUR,CUR_M6,55
TYRE_0124,6,FIN,FIN_M4,15
TYRE_0124,7,INS,INS_M3,12
TYRE_0125,1,MIX,MIX_M3,12
TYRE_0125,2,CAL,CAL_M1,27
TYRE_0125,3,EXT,EXT_M4,16
TYRE_0125,4,BLD,BLD_M6,32
TYRE_0125,5,CUR,CUR_M6,56
TYRE_0125,6,FIN,FIN_M1,21
TYRE_0125,7,INS,INS_M1,21
TYRE_0126,1,MIX,MIX_M2,30
TYRE_0126,2,CAL,CAL_M1,39
TYRE_0126,3,EXT,EXT_M5,38
TYRE_0126,4,EXT,EXT_M3,19
TYRE_0126,5,BLD,BLD_M1,31
TYRE_0126,6,CUR,CUR_M6,81
TYRE_0126,7,FIN,FIN_M2,24
TYRE_0126,8,INS,INS_M3,25
TYRE_0127,1,MIX,MIX_M2,14
TYRE_0127,2,CAL,CAL_M1,37
TYRE_0127,3,EXT,EXT_M4,16
TYRE_0127,4,EXT,EXT_M3,21
TYRE_0127,5,BLD,BLD_M1,45
TYRE_0127,6,CUR,CUR_M4,42
TYRE_0127,7,FIN,FIN_M3,19
TYRE_0127,8,INS,INS_M3,22
TYRE_0128,1,MIX,MIX_M4,18
TYRE_0128,2,CAL,CAL_M1,39
TYRE_0128,3,EXT,EXT_M2,24
TYRE_0128,4,BLD,BLD_M3,47
TYRE_0128,5,CUR,CUR_M1,81
TYRE_0128,6,FIN,FIN_M3,18
TYRE_0128,7,INS,INS_M1,21
TYRE_0129,1,MIX,MIX_M4,22
TYRE_0129,2,CAL,CAL_M4,43
TYRE_0129,3,EXT,EXT_M4,25
TYRE_0129,4,BLD,BLD_M2,35
TYRE_0129,5,CUR,CUR_M8,63
TYRE_0129,6,FIN,FIN_M3,12
TYRE_0129,7,INS,INS_M3,23
TYRE_0130,1,MIX,MIX_M1,23
TYRE_0130,2,CAL,CAL_M2,32
TYRE_0130,3,EXT,EXT_M3,25
TYRE_0130,4,BLD,BLD_M1,22
TYRE_0130,5,CUR,CUR_M6,82
TYRE_0130,6,FIN,FIN_M3,19
TYRE_0130,7,INS,INS_M2,29
TYRE_0131,1,MIX,MIX_M4,15
TYRE_0131,2,CAL,CAL_M4,26
TYRE_0131,3,EXT,EXT_M4,16
TYRE_0131,4,BLD,BLD_M6,47
TYRE_0131,5,CUR,CUR_M6,79
TYRE_0131,6,FIN,FIN_M4,18
TYRE_0131,7,INS,INS_M3,11
TYRE_0132,1,MIX,MIX_M1,30
TYRE_0132,2,CAL,CAL_M4,26
TYRE_0132,3,EXT,EXT_M5,40
TYRE_0132,4,BLD,BLD_M6,41
TYRE_0132,5,CUR,CUR_M3,41
TYRE_0132,6,FIN,FIN_M2,29
TYRE_0132,7,INS,INS_M3,24
TYRE_0133,1,MIX,MIX_M1,14
TYRE_0133,2,CAL,CAL_M1,22
TYRE_0133,3,EXT,EXT_M3,26
TYRE_0133,4,BLD,BLD_M4,50
TYRE_0133,5,CUR,CUR_M1,78
TYRE_0133,6,FIN,FIN_M2,24
TYRE_0133,7,INS,INS_M2,21
TYRE_0134,1,MIX,MIX_M4,12
TYRE_0134,2,CAL,CAL_M2,31
TYRE_0134,3,CAL,CAL_M3,27
TYRE_0134,4,EXT,EXT_M3,35
TYRE_0134,5,EXT,EXT_M3,22
TYRE_0134,6,BLD,BLD_M1,20
TYRE_0134,7,CUR,CUR_M3,71
TYRE_0134,8,CUR,CUR_M7,75
TYRE_0134,9,FIN,FIN_M1,18
TYRE_0134,10,INS,INS_M2,24
TYRE_0135,1,MIX,MIX_M2,29
TYRE_0135,2,CAL,CAL_M3,37
TYRE_0135,3,EXT,EXT_M4,21
TYRE_0135,4,BLD,BLD_M1,24
TYRE_0135,5,CUR,CUR_M2,68
TYRE_0135,6,FIN,FIN_M2,24
TYRE_0135,7,INS,INS_M1,20
TYRE_0136,1,MIX,MIX_M3,12
TYRE_0136,2,CAL,CAL_M3,43
TYRE_0136,3,EXT,EXT_M3,42
TYRE_0136,4,BLD,BLD_M2,42
TYRE_0136,5,CUR,CUR_M3,90
TYRE_0136,6,FIN,FIN_M3,26
TYRE_0136,7,INS,INS_M1,13
TYRE_0137,1,MIX,MIX_M2,14
TYRE_0137,2,CAL,CAL_M2,40
TYRE_0137,3,EXT,EXT_M4,15
TYRE_0137,4,EXT,EXT_M3,32
TYRE_0137,5,BLD,BLD_M5,31
TYRE_0137,6,CUR,CUR_M8,75
TYRE_0137,7,FIN,FIN_M2,29
TYRE_0137,8,INS,INS_M1,12
TYRE_0138,1,MIX,MIX_M3,22
TYRE_0138,2,CAL,CAL_M4,31
TYRE_0138,3,EXT,EXT_M4,39
TYRE_0138,4,BLD,BLD_M4,46
TYRE_0138,5,CUR,CUR_M2,48
TYRE_0138,6,FIN,FIN_M3,30
TYRE_0138,7,INS,INS_M1,24
TYRE_0139,1,MIX,MIX_M4,26
TYRE_0139,2,CAL,CAL_M3,19
TYRE_0139,3,CAL,CAL_M2,39
TYRE_0139,4,EXT,EXT_M2,28
TYRE_0139,5,EXT,EXT_M5,44
TYRE_0139,6,BLD,BLD_M1,46
TYRE_0139,7,CUR,CUR_M2,73
TYRE_0139,8,CUR,CUR_M3,59
TYRE_0139,9,FIN,FIN_M2,15
TYRE_0139,10,INS,INS_M2,17
TYRE_0140,1,MIX,MIX_M3,26
TYRE_0140,2,CAL,CAL_M3,42
TYRE_0140,3,CAL,CAL_M1,23
TYRE_0140,4,EXT,EXT_M2,35
TYRE_0140,5,EXT,EXT_M5,23
TYRE_0140,6,BLD,BLD_M2,40
TYRE_0140,7,CUR,CUR_M5,79
TYRE_0140,8,CUR,CUR_M2,72
TYRE_0140,9,FIN,FIN_M2,28
TYRE_0140,10,INS,INS_M3,14
TYRE_0141,1,MIX,MIX_M2,29
TYRE_0141,2,CAL,CAL_M3,41
TYRE_0141,3,EXT,EXT_M5,16
TYRE_0141,4,BLD,BLD_M1,22
TYRE_0141,5,CUR,CUR_M1,81
TYRE_0141,6,FIN,FIN_M3,30
TYRE_0141,7,INS,INS_M1,28
TYRE_0142,1,MIX,MIX_M4,29
TYRE_0142,2,CAL,CAL_M1,30
TYRE_0142,3,EXT,EXT_M5,24
TYRE_0142,4,BLD,BLD_M6,50
TYRE_0142,5,CUR,CUR_M5,70
TYRE_0142,6,FIN,FIN_M2,22
TYRE_0142,7,INS,INS_M2,24
TYRE_0143,1,MIX,MIX_M1,11
TYRE_0143,2,CAL,CAL_M2,29
TYRE_0143,3,EXT,EXT_M4,30
TYRE_0143,4,BLD,BLD_M4,26
TYRE_0143,5,CUR,CUR_M6,78
TYRE_0143,6,FIN,FIN_M2,20
TYRE_0143,7,INS,INS_M3,20
TYRE_0144,1,MIX,MIX_M3,22
TYRE_0144,2,CAL,CAL_M2,39
TYRE_0144,3,EXT,EXT_M3,31
TYRE_0144,4,BLD,BLD_M5,23
TYRE_0144,5,CUR,CUR_M6,55
TYRE_0144,6,FIN,FIN_M4,13
TYRE_0144,7,INS,INS_M2,24
TYRE_0145,1,MIX,MIX_M2,14
TYRE_0145,2,CAL,CAL_M1,16
TYRE_0145,3,EXT,EXT_M3,45
TYRE_0145,4,BLD,BLD_M4,47
TYRE_0145,5,CUR,CUR_M7,55
TYRE_0145,6,FIN,FIN_M2,20
TYRE_0145,7,INS,INS_M3,20
TYRE_0146,1,MIX,MIX_M2,15
TYRE_0146,2,CAL,CAL_M4,31
TYRE_0146,3,EXT,EXT_M4,30
TYRE_0146,4,EXT,EXT_M3,30
TYRE_0146,5,BLD,BLD_M1,22
TYRE_0146,6,CUR,CUR_M7,72
TYRE_0146,7,FIN,FIN_M4,17
TYRE_0146,8,INS,INS_M1,28
TYRE_0147,1,MIX,MIX_M3,11
TYRE_0147,2,CAL,CAL_M1,24
TYRE_0147,3,EXT,EXT_M4,34
TYRE_0147,4,BLD,BLD_M6,41
TYRE_0147,5,CUR,CUR_M8,58
TYRE_0147,6,FIN,FIN_M1,13
TYRE_0147,7,INS,INS_M2,14
TYRE_0148,1,MIX,MIX_M3,21
TYRE_0148,2,CAL,CAL_M4,26
TYRE_0148,3,EXT,EXT_M1,27
TYRE_0148,4,BLD,BLD_M1,38
TYRE_0148,5,CUR,CUR_M4,63
TYRE_0148,6,FIN,FIN_M3,12
TYRE_0148,7,INS,INS_M2,26
TYRE_0149,1,MIX,MIX_M4,27
TYRE_0149,2,CAL,CAL_M3,41
TYRE_0149,3,EXT,EXT_M5,36
TYRE_0149,4,BLD,BLD_M5,23
TYRE_0149,5,CUR,CUR_M3,46
TYRE_0149,6,FIN,FIN_M4,21
TYRE_0149,7,INS,INS_M2,27
