order_id,product_id,quantity,order_date,due_date,priority
ORD_00422,TYRE_0019,35,2026-01-04,2026-01-10,M
ORD_00423,TYRE_0106,75,2026-01-26,2026-01-27,H
ORD_00424,TYRE_0135,63,2026-01-08,2026-01-17,L
ORD_00425,TYRE_0080,62,2026-01-26,2026-02-02,M
ORD_00426,TYRE_0086,18,2026-01-28,2026-02-01,M
ORD_00427,TYRE_0116,16,2026-01-18,2026-01-22,M
ORD_00428,TYRE_0077,88,2026-01-28,2026-02-08,L
ORD_00429,TYRE_0087,33,2026-01-28,2026-02-01,M
ORD_00430,TYRE_0084,96,2026-01-05,2026-01-12,M
ORD_00431,TYRE_0115,33,2026-01-09,2026-01-12,H
ORD_00432,TYRE_0014,75,2026-01-04,2026-01-16,L
ORD_00433,TYRE_0061,68,2026-01-27,2026-01-28,H
ORD_00434,TYRE_0061,18,2026-01-22,2026-01-29,M
ORD_00435,TYRE_0120,32,2026-01-17,2026-01-19,H
ORD_00436,TYRE_0090,18,2026-01-09,2026-01-11,H
ORD_00437,TYRE_0011,62,2026-01-01,2026-01-10,L
ORD_00438,TYRE_0080,68,2026-01-21,2026-01-31,L
ORD_00439,TYRE_0119,79,2026-01-20,2026-01-22,H
ORD_00440,TYRE_0118,93,2026-01-13,2026-01-18,M
ORD_00441,TYRE_0119,54,2026-01-28,2026-02-06,L
ORD_00442,TYRE_0082,58,2026-01-16,2026-01-23,M
ORD_00443,TYRE_0063,42,2026-01-29,2026-02-04,M
ORD_00444,TYRE_0126,94,2026-01-13,2026-01-16,H
ORD_00445,TYRE_0131,96,2026-01-14,2026-01-20,M
ORD_00446,TYRE_0141,31,2026-01-03,2026-01-08,M
ORD_00447,TYRE_0025,95,2026-01-29,2026-02-03,M
ORD_00448,TYRE_0045,95,2026-01-06,2026-01-12,M
ORD_00449,TYRE_0014,91,2026-01-18,2026-01-25,M
ORD_00450,TYRE_0136,6,2026-01-19,2026-01-26,M
ORD_00451,TYRE_0043,90,2026-01-05,2026-01-09,M
ORD_00452,TYRE_0106,41,2026-01-15,2026-01-20,M
ORD_00453,TYRE_0037,31,2026-01-25,2026-02-06,L
ORD_00454,TYRE_0008,18,2026-01-02,2026-01-09,M
ORD_00455,TYRE_0055,100,2026-01-10,2026-01-15,M
ORD_00456,TYRE_0135,93,2026-01-24,2026-01-30,M
ORD_00457,TYRE_0097,75,2026-01-30,2026-02-05,M
ORD_00458,TYRE_0119,33,2026-01-18,2026-01-25,M
ORD_00459,TYRE_0094,97,2026-01-27,2026-02-01,M
ORD_00460,TYRE_0075,28,2026-01-13,2026-01-17,M
ORD_00461,TYRE_0131,59,2026-01-05,2026-01-06,H
ORD_00462,TYRE_0106,37,2026-01-23,2026-01-26,H
ORD_00463,TYRE_0109,10,2026-01-24,2026-01-29,M
ORD_00464,TYRE_0124,67,2026-01-01,2026-01-07,M
ORD_00465,TYRE_0140,72,2026-01-22,2026-01-28,M
ORD_00466,TYRE_0012,58,2026-01-01,2026-01-06,M
ORD_00467,TYRE_0135,32,2026-01-18,2026-01-19,H
ORD_00468,TYRE_0084,84,2026-01-15,2026-01-20,M
ORD_00469,TYRE_0145,19,2026-01-17,2026-01-25,L
ORD_00470,TYRE_0114,10,2026-01-11,2026-01-16,M
ORD_00471,TYRE_0082,54,2026-01-21,2026-01-25,M
ORD_00472,TYRE_0119,70,2026-01-26,2026-02-01,M
ORD_00473,TYRE_0114,88,2026-01-25,2026-01-31,M
ORD_00474,TYRE_0118,26,2026-01-22,2026-01-23,H
ORD_00475,TYRE_0137,31,2026-01-27,2026-01-31,M
ORD_00476,TYRE_0054,18,2026-01-27,2026-02-10,L
ORD_00477,TYRE_0108,87,2026-01-17,2026-01-24,M
ORD_00478,TYRE_0018,8,2026-01-13,2026-01-18,M
ORD_00479,TYRE_0124,11,2026-01-01,2026-01-02,H
ORD_00480,TYRE_0106,38,2026-01-02,2026-01-07,M
ORD_00481,TYRE_0109,45,2026-01-09,2026-01-16,M
ORD_00482,TYRE_0055,87,2026-01-03,2026-01-04,H
ORD_00483,TYRE_0016,94,2026-01-01,2026-01-05,M
ORD_00484,TYRE_0091,42,2026-01-21,2026-01-30,L
ORD_00485,TYRE_0077,61,2026-01-16,2026-01-22,M
ORD_00486,TYRE_0108,25,2026-01-23,2026-01-30,M
ORD_00487,TYRE_0126,86,2026-01-06,2026-01-12,M
ORD_00488,TYRE_0055,6,2026-01-28,2026-02-10,L
ORD_00489,TYRE_0145,5,2026-01-17,2026-01-18,H
ORD_00490,TYRE_0135,44,2026-01-05,2026-01-09,M
ORD_00491,TYRE_0119,32,2026-01-05,2026-01-18,L
ORD_00492,TYRE_0085,25,2026-01-06,2026-01-16,L
ORD_00493,TYRE_0009,19,2026-01-03,2026-01-14,L
ORD_00494,TYRE_0090,75,2026-01-21,2026-01-25,M
ORD_00495,TYRE_0145,13,2026-01-23,2026-01-26,H
ORD_00496,TYRE_0120,47,2026-01-05,2026-01-12,M
ORD_00497,TYRE_0055,41,2026-01-21,2026-01-25,M
ORD_00498,TYRE_0138,62,2026-01-05,2026-01-07,H
ORD_00499,TYRE_0055,77,2026-01-10,2026-01-15,M
ORD_00500,TYRE_0090,26,2026-01-10,2026-01-17,M
ORD_00501,TYRE_0102,40,2026-01-19,2026-01-26,M
ORD_00502,TYRE_0034,66,2026-01-17,2026-01-23,M
ORD_00503,TYRE_0014,75,2026-01-21,2026-01-28,M
ORD_00504,TYRE_0085,22,2026-01-14,2026-01-20,M
ORD_00505,TYRE_0050,98,2026-01-09,2026-01-13,M
ORD_00506,TYRE_0043,79,2026-01-14,2026-01-22,L
ORD_00507,TYRE_0143,75,2026-01-01,2026-01-05,M
ORD_00508,TYRE_0138,88,2026-01-19,2026-02-03,L
ORD_00509,TYRE_0093,22,2026-01-13,2026-01-19,M
ORD_00510,TYRE_0118,69,2026-01-13,2026-01-15,H
ORD_00511,TYRE_0102,70,2026-01-04,2026-01-14,L
ORD_00512,TYRE_0012,89,2026-01-30,2026-02-02,H
ORD_00513,TYRE_0037,50,2026-01-01,2026-01-08,M
ORD_00514,TYRE_0143,38,2026-01-17,2026-01-21,M
ORD_00515,TYRE_0116,54,2026-01-08,2026-01-14,M
ORD_00516,TYRE_0109,88,2026-01-02,2026-01-10,L
ORD_00517,TYRE_0061,99,2026-01-28,2026-02-09,L
ORD_00518,TYRE_0145,88,2026-01-08,2026-01-15,M
ORD_00519,TYRE_0080,71,2026-01-07,2026-01-11,M
ORD_00520,TYRE_0048,50,2026-01-26,2026-02-02,M
ORD_00521,TYRE_0088,82,2026-01-26,2026-02-02,M
ORD_00522,TYRE_0138,34,2026-01-02,2026-01-03,H
ORD_00523,TYRE_0085,28,2026-01-22,2026-01-27,M
ORD_00524,TYRE_0009,89,2026-01-22,2026-01-26,M
ORD_00525,TYRE_0090,66,2026-01-03,2026-01-07,M
ORD_00526,TYRE_0122,87,2026-01-27,2026-02-01,M
ORD_00527,TYRE_0005,78,2026-01-18,2026-01-23,M
ORD_00528,TYRE_0126,78,2026-01-12,2026-01-16,M
ORD_00529,TYRE_0012,71,2026-01-01,2026-01-06,M
ORD_00530,TYRE_0144,15,2026-01-22,2026-01-28,M
ORD_00531,TYRE_0009,26,2026-01-12,2026-01-27,L
ORD_00532,TYRE_0112,84,2026-01-05,2026-01-10,M
ORD_00533,TYRE_0067,48,2026-01-30,2026-02-02,H
ORD_00534,TYRE_0017,21,2026-01-30,2026-02-06,M
ORD_00535,TYRE_0120,24,2026-01-27,2026-02-03,M
ORD_00536,TYRE_0012,73,2026-01-25,2026-01-29,M
ORD_00537,TYRE_0042,21,2026-01-17,2026-01-20,H
ORD_00538,TYRE_0138,71,2026-01-16,2026-01-30,L
ORD_00539,TYRE_0149,59,2026-01-15,2026-01-18,H
ORD_00540,TYRE_0090,49,2026-01-23,2026-01-30,M
ORD_00541,TYRE_0119,59,2026-01-15,2026-01-24,L
ORD_00542,TYRE_0086,41,2026-01-05,2026-01-09,M
ORD_00543,TYRE_0145,5,2026-01-21,2026-01-26,M
ORD_00544,TYRE_0001,71,2026-01-14,2026-01-18,M
ORD_00545,TYRE_0085,57,2026-01-02,2026-01-08,M
ORD_00546,TYRE_0126,38,2026-01-11,2026-01-17,M
ORD_00547,TYRE_0108,92,2026-01-19,2026-01-25,M
ORD_00548,TYRE_0120,27,2026-01-07,2026-01-14,M
ORD_00549,TYRE_0145,78,2026-01-06,2026-01-12,M
ORD_00550,TYRE_0061,89,2026-01-28,2026-02-02,M
ORD_00551,TYRE_0102,17,2026-01-02,2026-01-07,M
ORD_00552,TYRE_0135,25,2026-01-06,2026-01-10,M
ORD_00553,TYRE_0085,23,2026-01-18,2026-01-19,H
ORD_00554,TYRE_0009,38,2026-01-02,2026-01-06,M
ORD_00555,TYRE_0113,56,2026-01-18,2026-01-25,M
ORD_00556,TYRE_0118,27,2026-01-30,2026-02-03,M
ORD_00557,TYRE_0109,71,2026-01-15,2026-01-18,H
ORD_00558,TYRE_0116,83,2026-01-27,2026-02-01,M
ORD_00559,TYRE_0116,25,2026-01-19,2026-01-23,M
ORD_00560,TYRE_0106,90,2026-01-02,2026-01-08,M
ORD_00561,TYRE_0080,99,2026-01-20,2026-01-24,M
ORD_00562,TYRE_0023,49,2026-01-25,2026-01-31,M
ORD_00563,TYRE_0070,63,2026-01-06,2026-01-11,M
ORD_00564,TYRE_0147,57,2026-01-01,2026-01-02,H
ORD_00565,TYRE_0145,48,2026-01-24,2026-01-26,H
ORD_00566,TYRE_0131,93,2026-01-15,2026-01-27,L
ORD_00567,TYRE_0135,48,2026-01-28,2026-02-02,M
ORD_00568,TYRE_0117,66,2026-01-30,2026-02-03,M
ORD_00569,TYRE_0113,91,2026-01-23,2026-01-28,M
ORD_00570,TYRE_0080,71,2026-01-10,2026-01-16,M
ORD_00571,TYRE_0061,41,2026-01-19,2026-01-30,L
ORD_00572,TYRE_0055,14,2026-01-17,2026-01-23,M
ORD_00573,TYRE_0012,32,2026-01-05,2026-01-11,M
ORD_00574,TYRE_0068,92,2026-01-29,2026-02-01,H
ORD_00575,TYRE_0048,35,2026-01-04,2026-01-09,M
ORD_00576,TYRE_0067,36,2026-01-10,2026-01-15,M
ORD_00577,TYRE_0091,20,2026-01-24,2026-01-25,H
ORD_00578,TYRE_0126,66,2026-01-17,2026-01-21,M
ORD_00579,TYRE_0124,67,2026-01-10,2026-01-16,M
ORD_00580,TYRE_0143,55,2026-01-17,2026-01-29,L
ORD_00581,TYRE_0080,59,2026-01-28,2026-01-31,H
ORD_00582,TYRE_0145,55,2026-01-20,2026-01-22,H
ORD_00583,TYRE_0044,94,2026-01-24,2026-01-28,M
ORD_00584,TYRE_0124,91,2026-01-05,2026-01-09,M
ORD_00585,TYRE_0080,83,2026-01-02,2026-01-04,H
ORD_00586,TYRE_0047,39,2026-01-06,2026-01-11,M
ORD_00587,TYRE_0009,68,2026-01-21,2026-01-26,M
ORD_00588,TYRE_0112,51,2026-01-02,2026-01-08,M
ORD_00589,TYRE_0071,78,2026-01-13,2026-01-18,M
ORD_00590,TYRE_0025,76,2026-01-30,2026-02-04,M
ORD_00591,TYRE_0135,24,2026-01-11,2026-01-14,H
ORD_00592,TYRE_0043,22,2026-01-11,2026-01-13,H
ORD_00593,TYRE_0132,67,2026-01-16,2026-01-22,M
ORD_00594,TYRE_0145,55,2026-01-11,2026-01-19,L
ORD_00595,TYRE_0012,65,2026-01-19,2026-01-21,H
ORD_00596,TYRE_0024,38,2026-01-15,2026-01-21,M
ORD_00597,TYRE_0145,49,2026-01-25,2026-01-31,M
ORD_00598,TYRE_0042,78,2026-01-23,2026-01-28,M
ORD_00599,TYRE_0085,50,2026-01-23,2026-01-29,M
ORD_00600,TYRE_0118,15,2026-01-16,2026-01-23,M
ORD_00601,TYRE_0025,26,2026-01-11,2026-01-16,M
ORD_00602,TYRE_0048,14,2026-01-22,2026-01-29,M
ORD_00603,TYRE_0124,88,2026-01-16,2026-01-22,M
ORD_00604,TYRE_0106,39,2026-01-08,2026-01-15,M
ORD_00605,TYRE_0092,57,2026-01-04,2026-01-11,M
ORD_00606,TYRE_0149,35,2026-01-08,2026-01-11,H
ORD_00607,TYRE_0020,18,2026-01-04,2026-01-11,M
ORD_00608,TYRE_0048,8,2026-01-24,2026-02-01,L
ORD_00609,TYRE_0134,18,2026-01-25,2026-01-29,M
ORD_00610,TYRE_0126,44,2026-01-03,2026-01-05,H
ORD_00611,TYRE_0119,21,2026-01-03,2026-01-08,M
ORD_00612,TYRE_0012,50,2026-01-27,2026-01-30,H
ORD_00613,TYRE_0083,74,2026-01-29,2026-02-13,L
ORD_00614,TYRE_0140,80,2026-01-18,2026-01-23,M
ORD_00615,TYRE_0085,72,2026-01-29,2026-02-05,M
ORD_00616,TYRE_0145,66,2026-01-26,2026-02-01,M
ORD_00617,TYRE_0090,51,2026-01-19,2026-01-21,H
ORD_00618,TYRE_0126,71,2026-01-19,2026-01-23,M
ORD_00619,TYRE_0034,73,2026-01-21,2026-01-28,M
ORD_00620,TYRE_0048,43,2026-01-05,2026-01-12,M
ORD_00621,TYRE_0112,5,2026-01-18,2026-01-23,M
ORD_00622,TYRE_0120,55,2026-01-28,2026-02-04,M
ORD_00623,TYRE_0061,53,2026-01-10,2026-01-17,M
ORD_00624,TYRE_0113,71,2026-01-29,2026-02-03,M
ORD_00625,TYRE_0069,57,2026-01-22,2026-01-28,M
ORD_00626,TYRE_0113,19,2026-01-21,2026-01-23,H
ORD_00627,TYRE_0009,29,2026-01-06,2026-01-13,M
ORD_00628,TYRE_0126,7,2026-01-01,2026-01-04,H
ORD_00629,TYRE_0042,96,2026-01-05,2026-01-10,M
ORD_00630,TYRE_0043,6,2026-01-09,2026-01-14,M
ORD_00631,TYRE_0124,52,2026-01-12,2026-01-19,M
ORD_00632,TYRE_0090,23,2026-01-26,2026-01-27,H
ORD_00633,TYRE_0143,28,2026-01-14,2026-01-21,M
ORD_00634,TYRE_0108,6,2026-01-02,2026-01-09,M
ORD_00635,TYRE_0143,61,2026-01-17,2026-01-24,M
ORD_00636,TYRE_0116,17,2026-01-14,2026-01-17,H
ORD_00637,TYRE_0120,46,2026-01-26,2026-02-01,M
ORD_00638,TYRE_0119,71,2026-01-13,2026-01-16,H
ORD_00639,TYRE_0086,51,2026-01-27,2026-02-01,M
ORD_00640,TYRE_0055,86,2026-01-09,2026-01-20,L
ORD_00641,TYRE_0043,79,2026-01-26,2026-01-28,H
ORD_00642,TYRE_0090,79,2026-01-25,2026-01-29,M
ORD_00643,TYRE_0121,52,2026-01-15,2026-01-20,M
ORD_00644,TYRE_0063,92,2026-01-25,2026-01-26,H
ORD_00645,TYRE_0048,12,2026-01-22,2026-01-30,L
ORD_00646,TYRE_0126,21,2026-01-15,2026-01-19,M
ORD_00647,TYRE_0124,61,2026-01-24,2026-02-06,L
ORD_00648,TYRE_0005,97,2026-01-30,2026-02-05,M
ORD_00649,TYRE_0138,61,2026-01-11,2026-01-14,H
ORD_00650,TYRE_0145,77,2026-01-16,2026-01-21,M
ORD_00651,TYRE_0014,40,2026-01-29,2026-02-05,M
ORD_00652,TYRE_0141,24,2026-01-17,2026-01-20,H
ORD_00653,TYRE_0108,63,2026-01-26,2026-02-01,M
ORD_00654,TYRE_0085,7,2026-01-04,2026-01-09,M
ORD_00655,TYRE_0014,46,2026-01-01,2026-01-06,M
ORD_00656,TYRE_0137,72,2026-01-08,2026-01-19,L
ORD_00657,TYRE_0141,46,2026-01-17,2026-01-19,H
ORD_00658,TYRE_0124,89,2026-01-03,2026-01-06,H
ORD_00659,TYRE_0108,9,2026-01-29,2026-02-08,L
ORD_00660,TYRE_0086,78,2026-01-20,2026-01-21,H
ORD_00661,TYRE_0135,11,2026-01-15,2026-01-21,M
ORD_00662,TYRE_0009,31,2026-01-15,2026-01-19,M
ORD_00663,TYRE_0020,51,2026-01-24,2026-01-28,M
ORD_00664,TYRE_0138,95,2026-01-22,2026-01-28,M
ORD_00665,TYRE_0009,98,2026-01-14,2026-01-18,M
ORD_00666,TYRE_0025,71,2026-01-26,2026-01-27,H
ORD_00667,TYRE_0119,29,2026-01-28,2026-02-04,M
ORD_00668,TYRE_0055,76,2026-01-23,2026-01-28,M
ORD_00669,TYRE_0106,91,2026-01-14,2026-01-20,M
ORD_00670,TYRE_0055,26,2026-01-24,2026-01-28,M
ORD_00671,TYRE_0140,89,2026-01-02,2026-01-08,M
ORD_00672,TYRE_0009,45,2026-01-13,2026-01-19,M
ORD_00673,TYRE_0124,86,2026-01-26,2026-02-09,L
ORD_00674,TYRE_0119,77,2026-01-14,2026-01-19,M
ORD_00675,TYRE_0135,51,2026-01-27,2026-02-02,M
ORD_00676,TYRE_0114,97,2026-01-24,2026-02-01,L
ORD_00677,TYRE_0025,43,2026-01-19,2026-01-24,M
ORD_00678,TYRE_0102,7,2026-01-07,2026-01-13,M
ORD_00679,TYRE_0070,17,2026-01-03,2026-01-13,L
ORD_00680,TYRE_0014,51,2026-01-15,2026-01-17,H
ORD_00681,TYRE_0063,16,2026-01-23,2026-01-29,M
ORD_00682,TYRE_0080,97,2026-01-14,2026-01-23,L
ORD_00683,TYRE_0086,94,2026-01-11,2026-01-14,H
ORD_00684,TYRE_0048,43,2026-01-15,2026-01-18,H
ORD_00685,TYRE_0090,12,2026-01-28,2026-02-01,M
ORD_00686,TYRE_0085,58,2026-01-13,2026-01-20,M
ORD_00687,TYRE_0030,100,2026-01-18,2026-01-29,L
ORD_00688,TYRE_0002,11,2026-01-26,2026-02-02,M
ORD_00689,TYRE_0116,46,2026-01-06,2026-01-11,M
ORD_00690,TYRE_0102,98,2026-01-03,2026-01-06,H
ORD_00691,TYRE_0114,33,2026-01-19,2026-01-23,M
ORD_00692,TYRE_0090,48,2026-01-15,2026-01-20,M
ORD_00693,TYRE_0080,38,2026-01-25,2026-02-01,M
ORD_00694,TYRE_0118,22,2026-01-23,2026-01-28,M
ORD_00695,TYRE_0120,76,2026-01-05,2026-01-10,M
ORD_00696,TYRE_0119,14,2026-01-28,2026-02-02,M
ORD_00697,TYRE_0112,19,2026-01-10,2026-01-14,M
ORD_00698,TYRE_0108,46,2026-01-07,2026-01-12,M
ORD_00699,TYRE_0085,26,2026-01-25,2026-01-27,H
ORD_00700,TYRE_0113,10,2026-01-17,2026-01-24,M
ORD_00701,TYRE_0059,24,2026-01-07,2026-01-09,H
ORD_00702,TYRE_0021,36,2026-01-22,2026-01-23,H
ORD_00703,TYRE_0037,6,2026-01-26,2026-02-07,L
ORD_00704,TYRE_0090,65,2026-01-30,2026-02-01,H
ORD_00705,TYRE_0120,31,2026-01-12,2026-01-17,M
ORD_00706,TYRE_0143,84,2026-01-25,2026-02-01,M
ORD_00707,TYRE_0036,53,2026-01-17,2026-01-21,M
ORD_00708,TYRE_0055,26,2026-01-13,2026-01-19,M
ORD_00709,TYRE_0120,11,2026-01-20,2026-01-26,M
ORD_00710,TYRE_0043,39,2026-01-25,2026-01-28,H
ORD_00711,TYRE_0092,42,2026-01-04,2026-01-12,L
ORD_00712,TYRE_0098,70,2026-01-10,2026-01-17,M
ORD_00713,TYRE_0025,81,2026-01-03,2026-01-18,L
ORD_00714,TYRE_0012,76,2026-01-09,2026-01-11,H
ORD_00715,TYRE_0005,44,2026-01-13,2026-01-16,H
ORD_00716,TYRE_0135,49,2026-01-18,2026-01-22,M
ORD_00717,TYRE_0090,69,2026-01-15,2026-01-20,M
ORD_00718,TYRE_0116,8,2026-01-04,2026-01-11,M
ORD_00719,TYRE_0071,55,2026-01-15,2026-01-21,M
ORD_00720,TYRE_0022,58,2026-01-22,2026-01-27,M
ORD_00721,TYRE_0126,82,2026-01-02,2026-01-08,M
ORD_00722,TYRE_0145,22,2026-01-15,2026-01-18,H
ORD_00723,TYRE_0055,44,2026-01-08,2026-01-18,L
ORD_00724,TYRE_0134,23,2026-01-08,2026-01-22,L
ORD_00725,TYRE_0144,13,2026-01-17,2026-01-30,L
ORD_00726,TYRE_0119,23,2026-01-12,2026-01-14,H
ORD_00727,TYRE_0081,57,2026-01-19,2026-02-02,L
ORD_00728,TYRE_0119,24,2026-01-10,2026-01-22,L
ORD_00729,TYRE_0027,83,2026-01-09,2026-01-10,H
ORD_00730,TYRE_0009,81,2026-01-05,2026-01-10,M
ORD_00731,TYRE_0055,93,2026-01-06,2026-01-07,H
ORD_00732,TYRE_0034,96,2026-01-20,2026-01-27,M
ORD_00733,TYRE_0012,65,2026-01-26,2026-02-10,L
ORD_00734,TYRE_0120,6,2026-01-02,2026-01-09,M
ORD_00735,TYRE_0105,31,2026-01-27,2026-02-01,M
ORD_00736,TYRE_0048,83,2026-01-24,2026-02-08,L
ORD_00737,TYRE_0124,59,2026-01-27,2026-02-07,L
ORD_00738,TYRE_0116,97,2026-01-13,2026-01-20,M
ORD_00739,TYRE_0009,71,2026-01-06,2026-01-14,L
ORD_00740,TYRE_0109,36,2026-01-05,2026-01-13,L
ORD_00741,TYRE_0135,76,2026-01-25,2026-02-02,L
ORD_00742,TYRE_0143,29,2026-01-01,2026-01-05,M
ORD_00743,TYRE_0135,64,2026-01-21,2026-02-02,L
ORD_00744,TYRE_0025,93,2026-01-22,2026-01-26,M
ORD_00745,TYRE_0126,16,2026-01-21,2026-01-28,M
ORD_00746,TYRE_0028,94,2026-01-06,2026-01-09,H
ORD_00747,TYRE_0135,8,2026-01-06,2026-01-13,M
ORD_00748,TYRE_0080,63,2026-01-23,2026-02-03,L
ORD_00749,TYRE_0124,96,2026-01-16,2026-01-21,M
ORD_00750,TYRE_0023,86,2026-01-04,2026-01-06,H
ORD_00751,TYRE_0118,53,2026-01-30,2026-02-04,M
ORD_00752,TYRE_0116,77,2026-01-11,2026-01-17,M
ORD_00753,TYRE_0038,27,2026-01-30,2026-01-31,H
ORD_00754,TYRE_0013,98,2026-01-30,2026-02-05,M
ORD_00755,TYRE_0114,20,2026-01-30,2026-02-04,M
ORD_00756,TYRE_0051,6,2026-01-24,2026-01-26,H
ORD_00757,TYRE_0149,82,2026-01-23,2026-01-27,M
ORD_00758,TYRE_0060,63,2026-01-09,2026-01-16,M
ORD_00759,TYRE_0113,36,2026-01-23,2026-01-27,M
ORD_00760,TYRE_0071,11,2026-01-03,2026-01-08,M
ORD_00761,TYRE_0116,23,2026-01-19,2026-01-23,M
ORD_00762,TYRE_0147,47,2026-01-08,2026-01-20,L
ORD_00763,TYRE_0012,25,2026-01-05,2026-01-06,H
ORD_00764,TYRE_0146,63,2026-01-04,2026-01-09,M
ORD_00765,TYRE_0092,43,2026-01-24,2026-02-02,L
ORD_00766,TYRE_0138,59,2026-01-06,2026-01-10,M
ORD_00767,TYRE_0016,20,2026-01-02,2026-01-07,M
ORD_00768,TYRE_0070,72,2026-01-20,2026-01-27,M
ORD_00769,TYRE_0120,78,2026-01-28,2026-02-01,M
ORD_00770,TYRE_0135,97,2026-01-11,2026-01-26,L
ORD_00771,TYRE_0073,38,2026-01-04,2026-01-10,M
ORD_00772,TYRE_0009,83,2026-01-15,2026-01-20,M
ORD_00773,TYRE_0118,68,2026-01-06,2026-01-13,M
ORD_00774,TYRE_0059,5,2026-01-22,2026-01-27,M
ORD_00775,TYRE_0109,99,2026-01-17,2026-01-21,M
ORD_00776,TYRE_0106,49,2026-01-30,2026-02-05,M
ORD_00777,TYRE_0085,93,2026-01-24,2026-01-29,M
ORD_00778,TYRE_0090,69,2026-01-06,2026-01-08,H
ORD_00779,TYRE_0143,47,2026-01-19,2026-01-22,H
ORD_00780,TYRE_0119,27,2026-01-30,2026-02-03,M
ORD_00781,TYRE_0108,65,2026-01-25,2026-02-01,M
ORD_00782,TYRE_0034,73,2026-01-02,2026-01-09,M
ORD_00783,TYRE_0118,100,2026-01-15,2026-01-22,M
ORD_00784,TYRE_0118,76,2026-01-11,2026-01-17,M
ORD_00785,TYRE_0120,50,2026-01-08,2026-01-14,M
ORD_00786,TYRE_0126,48,2026-01-26,2026-01-30,M
ORD_00787,TYRE_0136,28,2026-01-19,2026-02-02,L
ORD_00788,TYRE_0149,95,2026-01-13,2026-01-19,M
ORD_00789,TYRE_0008,68,2026-01-12,2026-01-16,M
ORD_00790,TYRE_0095,32,2026-01-05,2026-01-11,M
ORD_00791,TYRE_0012,30,2026-01-06,2026-01-07,H
ORD_00792,TYRE_0113,69,2026-01-26,2026-02-02,M
ORD_00793,TYRE_0124,46,2026-01-22,2026-02-03,L
ORD_00794,TYRE_0149,91,2026-01-04,2026-01-07,H
ORD_00795,TYRE_0052,54,2026-01-19,2026-01-26,M
ORD_00796,TYRE_0133,10,2026-01-20,2026-01-22,H
ORD_00797,TYRE_0022,18,2026-01-01,2026-01-05,M
ORD_00798,TYRE_0055,78,2026-01-20,2026-01-24,M
ORD_00799,TYRE_0053,41,2026-01-17,2026-01-22,M
ORD_00800,TYRE_0124,39,2026-01-12,2026-01-16,M
ORD_00801,TYRE_0106,76,2026-01-15,2026-01-18,H
ORD_00802,TYRE_0120,39,2026-01-01,2026-01-07,M
ORD_00803,TYRE_0061,26,2026-01-26,2026-02-06,L
ORD_00804,TYRE_0009,11,2026-01-14,2026-01-29,L
ORD_00805,TYRE_0086,18,2026-01-06,2026-01-14,L
ORD_00806,TYRE_0113,95,2026-01-05,2026-01-10,M
ORD_00807,TYRE_0080,83,2026-01-30,2026-02-06,M
ORD_00808,TYRE_0124,64,2026-01-11,2026-01-20,L
ORD_00809,TYRE_0113,17,2026-01-04,2026-01-19,L
ORD_00810,TYRE_0055,65,2026-01-13,2026-01-20,M
ORD_00811,TYRE_0102,38,2026-01-11,2026-01-14,H
ORD_00812,TYRE_0100,47,2026-01-03,2026-01-06,H
ORD_00813,TYRE_0083,13,2026-01-01,2026-01-05,M
ORD_00814,TYRE_0014,41,2026-01-06,2026-01-11,M
ORD_00815,TYRE_0147,56,2026-01-18,2026-01-19,H
ORD_00816,TYRE_0027,43,2026-01-24,2026-01-28,M
ORD_00817,TYRE_0135,84,2026-01-10,2026-01-15,M
ORD_00818,TYRE_0012,13,2026-01-05,2026-01-19,L
ORD_00819,TYRE_0108,60,2026-01-23,2026-01-30,M
ORD_00820,TYRE_0124,27,2026-01-10,2026-01-15,M
ORD_00821,TYRE_0019,19,2026-01-12,2026-01-19,M
ORD_00822,TYRE_0109,61,2026-01-02,2026-01-06,M
ORD_00823,TYRE_0135,92,2026-01-13,2026-01-14,H
ORD_00824,TYRE_0097,16,2026-01-08,2026-01-12,M
ORD_00825,TYRE_0126,23,2026-01-02,2026-01-10,L
ORD_00826,TYRE_0115,83,2026-01-20,2026-01-27,M
ORD_00827,TYRE_0120,43,2026-01-01,2026-01-07,M
ORD_00828,TYRE_0048,96,2026-01-05,2026-01-12,M
ORD_00829,TYRE_0088,83,2026-01-09,2026-01-17,L
ORD_00830,TYRE_0103,12,2026-01-17,2026-01-29,L
ORD_00831,TYRE_0145,95,2026-01-09,2026-01-17,L
ORD_00832,TYRE_0014,8,2026-01-11,2026-01-13,H
ORD_00833,TYRE_0061,96,2026-01-15,2026-01-21,M
ORD_00834,TYRE_0135,89,2026-01-24,2026-01-29,M
ORD_00835,TYRE_0126,51,2026-01-06,2026-01-08,H
ORD_00836,TYRE_0039,22,2026-01-23,2026-01-28,M
ORD_00837,TYRE_0085,67,2026-01-03,2026-01-06,H
ORD_00838,TYRE_0034,58,2026-01-30,2026-02-02,H
ORD_00839,TYRE_0108,70,2026-01-17,2026-01-24,M
ORD_00840,TYRE_0108,33,2026-01-05,2026-01-11,M
ORD_00841,TYRE_0009,98,2026-01-30,2026-02-01,H
ORD_00842,TYRE_0118,9,2026-01-28,2026-02-03,M
ORD_00843,TYRE_0145,19,2026-01-12,2026-01-18,M
ORD_00844,TYRE_0061,98,2026-01-18,2026-01-21,H
