order_id,operation_seq,due_date,remaining_time,slack_time,priority,processing_time
ORD_00828,5,2026-01-12,208,-40.0,M,46
ORD_00904,5,2026-01-15,208,-16.0,L,46
ORD_00981,5,2026-01-13,208,-160.0,H,46
ORD_00021,6,2026-01-20,208,-64.0,M,29
ORD_00027,6,2026-01-17,208,152.0,L,29
ORD_00039,6,2026-01-28,208,-64.0,M,29
ORD_00044,6,2026-01-28,208,104.0,L,29
ORD_00063,6,2026-01-12,208,8.0,L,29
ORD_00078,6,2026-02-01,208,-64.0,M,29
ORD_00082,6,2026-01-27,208,-184.0,H,29
ORD_00169,6,2026-01-23,208,-88.0,M,29
ORD_00197,6,2026-02-10,208,152.0,L,29
ORD_00268,6,2026-01-28,208,-16.0,L,29
ORD_00299,6,2026-01-17,208,-64.0,M,29
ORD_00520,6,2026-02-02,208,-40.0,M,29
ORD_00575,6,2026-01-09,208,-88.0,M,29
ORD_00602,6,2026-01-29,208,-40.0,M,29
ORD_00608,6,2026-02-01,208,-16.0,L,29
ORD_00620,6,2026-01-12,208,-40.0,M,29
ORD_00645,6,2026-01-30,208,-16.0,L,29
ORD_00684,6,2026-01-18,208,-136.0,H,29
ORD_00736,6,2026-02-08,208,152.0,L,29
ORD_00828,6,2026-01-12,208,-40.0,M,29
ORD_00904,6,2026-01-15,208,-16.0,L,29
ORD_00981,6,2026-01-13,208,-160.0,H,29
ORD_00021,7,2026-01-20,208,-64.0,M,28
ORD_00027,7,2026-01-17,208,152.0,L,28
ORD_00039,7,2026-01-28,208,-64.0,M,28
ORD_00044,7,2026-01-28,208,104.0,L,28
ORD_00063,7,2026-01-12,208,8.0,L,28
ORD_00078,7,2026-02-01,208,-64.0,M,28
ORD_00082,7,2026-01-27,208,-184.0,H,28
ORD_00169,7,2026-01-23,208,-88.0,M,28
ORD_00197,7,2026-02-10,208,152.0,L,28
ORD_00268,7,2026-01-28,208,-16.0,L,28
ORD_00299,7,2026-01-17,208,-64.0,M,28
ORD_00520,7,2026-02-02,208,-40.0,M,28
ORD_00575,7,2026-01-09,208,-88.0,M,28
ORD_00602,7,2026-01-29,208,-40.0,M,28
ORD_00608,7,2026-02-01,208,-16.0,L,28
ORD_00620,7,2026-01-12,208,-40.0,M,28
ORD_00645,7,2026-01-30,208,-16.0,L,28
ORD_00684,7,2026-01-18,208,-136.0,H,28
ORD_00736,7,2026-02-08,208,152.0,L,28
ORD_00828,7,2026-01-12,208,-40.0,M,28
ORD_00904,7,2026-01-15,208,-16.0,L,28
ORD_00981,7,2026-01-13,208,-160.0,H,28
ORD_00871,1,2026-02-01,202,-82.0,M,21
ORD_00871,2,2026-02-01,202,-82.0,M,36
ORD_00871,3,2026-02-01,202,-82.0,M,17
ORD_00871,4,2026-02-01,202,-82.0,M,40
ORD_00871,5,2026-02-01,202,-82.0,M,40
ORD_00871,6,2026-02-01,202,-82.0,M,25
ORD_00871,7,2026-02-01,202,-82.0,M,23
ORD_00505,1,2026-01-13,393,-297.0,M,30
ORD_00505,2,2026-01-13,393,-297.0,M,37
ORD_00505,3,2026-01-13,393,-297.0,M,28
ORD_00505,4,2026-01-13,393,-297.0,M,38
ORD_00505,5,2026-01-13,393,-297.0,M,45
ORD_00505,6,2026-01-13,393,-297.0,M,28
ORD_00505,7,2026-01-13,393,-297.0,M,69
ORD_00505,8,2026-01-13,393,-297.0,M,86
ORD_00505,9,2026-01-13,393,-297.0,M,20
ORD_00505,10,2026-01-13,393,-297.0,M,12
ORD_00138,1,2026-02-04,264,-144.0,M,24
ORD_00756,1,2026-01-26,264,-216.0,H,24
ORD_00138,2,2026-02-04,264,-144.0,M,39
ORD_00756,2,2026-01-26,264,-216.0,H,39
ORD_00138,3,2026-02-04,264,-144.0,M,33
ORD_00756,3,2026-01-26,264,-216.0,H,33
ORD_00138,4,2026-02-04,264,-144.0,M,36
ORD_00756,4,2026-01-26,264,-216.0,H,36
ORD_00138,5,2026-02-04,264,-144.0,M,30
ORD_00756,5,2026-01-26,264,-216.0,H,30
ORD_00138,6,2026-02-04,264,-144.0,M,71
ORD_00756,6,2026-01-26,264,-216.0,H,71
ORD_00138,7,2026-02-04,264,-144.0,M,15
ORD_00756,7,2026-01-26,264,-216.0,H,15
ORD_00138,8,2026-02-04,264,-144.0,M,16
ORD_00756,8,2026-01-26,264,-216.0,H,16
ORD_00215,1,2026-01-29,374,-254.0,M,18
ORD_00395,1,2026-01-22,374,-278.0,M,18
ORD_00795,1,2026-01-26,374,-206.0,M,18
ORD_00215,2,2026-01-29,374,-254.0,M,23
ORD_00395,2,2026-01-22,374,-278.0,M,23
ORD_00795,2,2026-01-26,374,-206.0,M,23
ORD_00215,3,2026-01-29,374,-254.0,M,32
ORD_00395,3,2026-01-22,374,-278.0,M,32
ORD_00795,3,2026-01-26,374,-206.0,M,32
ORD_00215,4,2026-01-29,374,-254.0,M,31
ORD_00395,4,2026-01-22,374,-278.0,M,31
ORD_00795,4,2026-01-26,374,-206.0,M,31
ORD_00215,5,2026-01-29,374,-254.0,M,17
ORD_00395,5,2026-01-22,374,-278.0,M,17
ORD_00795,5,2026-01-26,374,-206.0,M,17
ORD_00215,6,2026-01-29,374,-254.0,M,43
ORD_00395,6,2026-01-22,374,-278.0,M,43
ORD_00795,6,2026-01-26,374,-206.0,M,43
ORD_00215,7,2026-01-29,374,-254.0,M,71
ORD_00395,7,2026-01-22,374,-278.0,M,71
ORD_00795,7,2026-01-26,374,-206.0,M,71
ORD_00215,8,2026-01-29,374,-254.0,M,84
ORD_00395,8,2026-01-22,374,-278.0,M,84
ORD_00795,8,2026-01-26,374,-206.0,M,84
ORD_00215,9,2026-01-29,374,-254.0,M,30
ORD_00395,9,2026-01-22,374,-278.0,M,30
ORD_00795,9,2026-01-26,374,-206.0,M,30
ORD_00215,10,2026-01-29,374,-254.0,M,25
ORD_00395,10,2026-01-22,374,-278.0,M,25
ORD_00795,10,2026-01-26,374,-206.0,M,25
ORD_00799,1,2026-01-22,243,-123.0,M,10
ORD_00923,1,2026-02-03,243,-123.0,M,10
ORD_00799,2,2026-01-22,243,-123.0,M,24
ORD_00923,2,2026-02-03,243,-123.0,M,24
ORD_00799,3,2026-01-22,243,-123.0,M,27
ORD_00923,3,2026-02-03,243,-123.0,M,27
ORD_00799,4,2026-01-22,243,-123.0,M,24
ORD_00923,4,2026-02-03,243,-123.0,M,24
ORD_00799,5,2026-01-22,243,-123.0,M,38
ORD_00923,5,2026-02-03,243,-123.0,M,38
ORD_00799,6,2026-01-22,243,-123.0,M,70
ORD_00923,6,2026-02-03,243,-123.0,M,70
ORD_00799,7,2026-01-22,243,-123.0,M,23
ORD_00923,7,2026-02-03,243,-123.0,M,23
ORD_00799,8,2026-01-22,243,-123.0,M,27
ORD_00923,8,2026-02-03,243,-123.0,M,27
ORD_00194,1,2026-01-09,192,-48.0,M,21
ORD_00390,1,2026-01-09,192,-72.0,M,21
ORD_00476,1,2026-02-10,192,144.0,L,21
ORD_00911,1,2026-01-13,192,-72.0,M,21
ORD_00194,2,2026-01-09,192,-48.0,M,23
ORD_00390,2,2026-01-09,192,-72.0,M,23
ORD_00476,2,2026-02-10,192,144.0,L,23
ORD_00911,2,2026-01-13,192,-72.0,M,23
ORD_00194,3,2026-01-09,192,-48.0,M,23
ORD_00390,3,2026-01-09,192,-72.0,M,23
ORD_00476,3,2026-02-10,192,144.0,L,23
ORD_00911,3,2026-01-13,192,-72.0,M,23
ORD_00194,4,2026-01-09,192,-48.0,M,23
ORD_00390,4,2026-01-09,192,-72.0,M,23
ORD_00476,4,2026-02-10,192,144.0,L,23
ORD_00911,4,2026-01-13,192,-72.0,M,23
ORD_00194,5,2026-01-09,192,-48.0,M,60
ORD_00390,5,2026-01-09,192,-72.0,M,60
ORD_00476,5,2026-02-10,192,144.0,L,60
ORD_00911,5,2026-01-13,192,-72.0,M,60
ORD_00194,6,2026-01-09,192,-48.0,M,27
ORD_00390,6,2026-01-09,192,-72.0,M,27
ORD_00476,6,2026-02-10,192,144.0,L,27
ORD_00911,6,2026-01-13,192,-72.0,M,27
ORD_00194,7,2026-01-09,192,-48.0,M,15
ORD_00390,7,2026-01-09,192,-72.0,M,15
ORD_00476,7,2026-02-10,192,144.0,L,15
ORD_00911,7,2026-01-13,192,-72.0,M,15
ORD_00019,1,2026-01-21,308,-140.0,M,16
ORD_00043,1,2026-01-12,308,-164.0,M,16
ORD_00047,1,2026-02-01,308,-212.0,M,16
ORD_00069,1,2026-01-29,308,-44.0,L,16
ORD_00091,1,2026-02-02,308,-140.0,M,16
ORD_00104,1,2026-02-07,308,-92.0,L,16
ORD_00155,1,2026-01-16,308,-44.0,L,16
ORD_00249,1,2026-02-05,308,-164.0,M,16
ORD_00272,1,2026-01-22,308,-164.0,M,16
ORD_00282,1,2026-01-25,308,-212.0,M,16
ORD_00406,1,2026-01-20,308,-212.0,M,16
ORD_00455,1,2026-01-15,308,-188.0,M,16
ORD_00482,1,2026-01-04,308,-284.0,H,16
ORD_00488,1,2026-02-10,308,4.0,L,16
ORD_00497,1,2026-01-25,308,-212.0,M,16
ORD_00499,1,2026-01-15,308,-188.0,M,16
ORD_00572,1,2026-01-23,308,-164.0,M,16
ORD_00640,1,2026-01-20,308,-44.0,L,16
ORD_00668,1,2026-01-28,308,-188.0,M,16
ORD_00670,1,2026-01-28,308,-212.0,M,16
ORD_00708,1,2026-01-19,308,-164.0,M,16
ORD_00723,1,2026-01-18,308,-68.0,L,16
ORD_00731,1,2026-01-07,308,-284.0,H,16
ORD_00798,1,2026-01-24,308,-212.0,M,16
ORD_00810,1,2026-01-20,308,-140.0,M,16
ORD_00872,1,2026-01-15,308,-284.0,H,16
ORD_00877,1,2026-01-18,308,-188.0,M,16
ORD_00884,1,2026-01-12,308,-212.0,M,16
ORD_00910,1,2026-01-24,308,-188.0,M,16
ORD_00940,1,2026-01-08,308,-140.0,M,16
ORD_00947,1,2026-01-26,308,-260.0,H,16
ORD_00964,1,2026-01-13,308,-92.0,L,16
ORD_00019,2,2026-01-21,308,-140.0,M,23
ORD_00043,2,2026-01-12,308,-164.0,M,23
ORD_00047,2,2026-02-01,308,-212.0,M,23
ORD_00069,2,2026-01-29,308,-44.0,L,23
ORD_00091,2,2026-02-02,308,-140.0,M,23
ORD_00104,2,2026-02-07,308,-92.0,L,23
ORD_00155,2,2026-01-16,308,-44.0,L,23
ORD_00249,2,2026-02-05,308,-164.0,M,23
ORD_00272,2,2026-01-22,308,-164.0,M,23
ORD_00282,2,2026-01-25,308,-212.0,M,23
ORD_00406,2,2026-01-20,308,-212.0,M,23
ORD_00455,2,2026-01-15,308,-188.0,M,23
ORD_00482,2,2026-01-04,308,-284.0,H,23
ORD_00488,2,2026-02-10,308,4.0,L,23
ORD_00497,2,2026-01-25,308,-212.0,M,23
ORD_00499,2,2026-01-15,308,-188.0,M,23
ORD_00572,2,2026-01-23,308,-164.0,M,23
ORD_00640,2,2026-01-20,308,-44.0,L,23
ORD_00668,2,2026-01-28,308,-188.0,M,23
ORD_00670,2,2026-01-28,308,-212.0,M,23
ORD_00708,2,2026-01-19,308,-164.0,M,23
ORD_00723,2,2026-01-18,308,-68.0,L,23
ORD_00731,2,2026-01-07,308,-284.0,H,23
ORD_00798,2,2026-01-24,308,-212.0,M,23
ORD_00810,2,2026-01-20,308,-140.0,M,23
ORD_00872,2,2026-01-15,308,-284.0,H,23
ORD_00877,2,2026-01-18,308,-188.0,M,23
ORD_00884,2,2026-01-12,308,-212.0,M,23
ORD_00910,2,2026-01-24,308,-188.0,M,23
ORD_00940,2,2026-01-08,308,-140.0,M,23
ORD_00947,2,2026-01-26,308,-260.0,H,23
ORD_00964,2,2026-01-13,308,-92.0,L,23
ORD_00019,3,2026-01-21,308,-140.0,M,18
ORD_00043,3,2026-01-12,308,-164.0,M,18
ORD_00047,3,2026-02-01,308,-212.0,M,18
ORD_00069,3,2026-01-29,308,-44.0,L,18
ORD_00091,3,2026-02-02,308,-140.0,M,18
ORD_00104,3,2026-02-07,308,-92.0,L,18
ORD_00155,3,2026-01-16,308,-44.0,L,18
ORD_00249,3,2026-02-05,308,-164.0,M,18
ORD_00272,3,2026-01-22,308,-164.0,M,18
ORD_00282,3,2026-01-25,308,-212.0,M,18
ORD_00406,3,2026-01-20,308,-212.0,M,18
ORD_00455,3,2026-01-15,308,-188.0,M,18
ORD_00482,3,2026-01-04,308,-284.0,H,18
ORD_00488,3,2026-02-10,308,4.0,L,18
ORD_00497,3,2026-01-25,308,-212.0,M,18
ORD_00499,3,2026-01-15,308,-188.0,M,18
ORD_00572,3,2026-01-23,308,-164.0,M,18
ORD_00640,3,2026-01-20,308,-44.0,L,18
ORD_00668,3,2026-01-28,308,-188.0,M,18
ORD_00670,3,2026-01-28,308,-212.0,M,18
ORD_00708,3,2026-01-19,308,-164.0,M,18
ORD_00723,3,2026-01-18,308,-68.0,L,18
ORD_00731,3,2026-01-07,308,-284.0,H,18
ORD_00798,3,2026-01-24,308,-212.0,M,18
ORD_00810,3,2026-01-20,308,-140.0,M,18
ORD_00872,3,2026-01-15,308,-284.0,H,18
ORD_00877,3,2026-01-18,308,-188.0,M,18
ORD_00884,3,2026-01-12,308,-212.0,M,18
ORD_00910,3,2026-01-24,308,-188.0,M,18
ORD_00940,3,2026-01-08,308,-140.0,M,18
ORD_00947,3,2026-01-26,308,-260.0,H,18
ORD_00964,3,2026-01-13,308,-92.0,L,18
ORD_00019,4,2026-01-21,308,-140.0,M,24
ORD_00043,4,2026-01-12,308,-164.0,M,24
ORD_00047,4,2026-02-01,308,-212.0,M,24
ORD_00069,4,2026-01-29,308,-44.0,L,24
ORD_00091,4,2026-02-02,308,-140.0,M,24
ORD_00104,4,2026-02-07,308,-92.0,L,24
ORD_00155,4,2026-01-16,308,-44.0,L,24
ORD_00249,4,2026-02-05,308,-164.0,M,24
ORD_00272,4,2026-01-22,308,-164.0,M,24
ORD_00282,4,2026-01-25,308,-212.0,M,24
ORD_00406,4,2026-01-20,308,-212.0,M,24
ORD_00455,4,2026-01-15,308,-188.0,M,24
ORD_00482,4,2026-01-04,308,-284.0,H,24
ORD_00488,4,2026-02-10,308,4.0,L,24
ORD_00497,4,2026-01-25,308,-212.0,M,24
ORD_00499,4,2026-01-15,308,-188.0,M,24
ORD_00572,4,2026-01-23,308,-164.0,M,24
ORD_00640,4,2026-01-20,308,-44.0,L,24
ORD_00668,4,2026-01-28,308,-188.0,M,24
ORD_00670,4,2026-01-28,308,-212.0,M,24
ORD_00708,4,2026-01-19,308,-164.0,M,24
ORD_00723,4,2026-01-18,308,-68.0,L,24
ORD_00731,4,2026-01-07,308,-284.0,H,24
ORD_00798,4,2026-01-24,308,-212.0,M,24
ORD_00810,4,2026-01-20,308,-140.0,M,24
ORD_00872,4,2026-01-15,308,-284.0,H,24
ORD_00877,4,2026-01-18,308,-188.0,M,24
ORD_00884,4,2026-01-12,308,-212.0,M,24
ORD_00910,4,2026-01-24,308,-188.0,M,24
ORD_00940,4,2026-01-08,308,-140.0,M,24
ORD_00947,4,2026-01-26,308,-260.0,H,24
ORD_00964,4,2026-01-13,308,-92.0,L,24
ORD_00019,5,2026-01-21,308,-140.0,M,26
ORD_00043,5,2026-01-12,308,-164.0,M,26
ORD_00047,5,2026-02-01,308,-212.0,M,26
ORD_00069,5,2026-01-29,308,-44.0,L,26
ORD_00091,5,2026-02-02,308,-140.0,M,26
ORD_00104,5,2026-02-07,308,-92.0,L,26
ORD_00155,5,2026-01-16,308,-44.0,L,26
ORD_00249,5,2026-02-05,308,-164.0,M,26
ORD_00272,5,2026-01-22,308,-164.0,M,26
ORD_00282,5,2026-01-25,308,-212.0,M,26
ORD_00406,5,2026-01-20,308,-212.0,M,26
ORD_00455,5,2026-01-15,308,-188.0,M,26
ORD_00482,5,2026-01-04,308,-284.0,H,26
ORD_00488,5,2026-02-10,308,4.0,L,26
ORD_00497,5,2026-01-25,308,-212.0,M,26
ORD_00499,5,2026-01-15,308,-188.0,M,26
ORD_00572,5,2026-01-23,308,-164.0,M,26
ORD_00640,5,2026-01-20,308,-44.0,L,26
ORD_00668,5,2026-01-28,308,-188.0,M,26
ORD_00670,5,2026-01-28,308,-212.0,M,26
ORD_00708,5,2026-01-19,308,-164.0,M,26
ORD_00723,5,2026-01-18,308,-68.0,L,26
ORD_00731,5,2026-01-07,308,-284.0,H,26
ORD_00798,5,2026-01-24,308,-212.0,M,26
ORD_00810,5,2026-01-20,308,-140.0,M,26
ORD_00872,5,2026-01-15,308,-284.0,H,26
ORD_00877,5,2026-01-18,308,-188.0,M,26
ORD_00884,5,2026-01-12,308,-212.0,M,26
ORD_00910,5,2026-01-24,308,-188.0,M,26
ORD_00940,5,2026-01-08,308,-140.0,M,26
ORD_00947,5,2026-01-26,308,-260.0,H,26
ORD_00964,5,2026-01-13,308,-92.0,L,26
ORD_00019,6,2026-01-21,308,-140.0,M,29
ORD_00043,6,2026-01-12,308,-164.0,M,29
ORD_00047,6,2026-02-01,308,-212.0,M,29
ORD_00069,6,2026-01-29,308,-44.0,L,29
ORD_00091,6,2026-02-02,308,-140.0,M,29
ORD_00104,6,2026-02-07,308,-92.0,L,29
ORD_00155,6,2026-01-16,308,-44.0,L,29
ORD_00249,6,2026-02-05,308,-164.0,M,29
ORD_00272,6,2026-01-22,308,-164.0,M,29
ORD_00282,6,2026-01-25,308,-212.0,M,29
ORD_00406,6,2026-01-20,308,-212.0,M,29
ORD_00455,6,2026-01-15,308,-188.0,M,29
ORD_00482,6,2026-01-04,308,-284.0,H,29
ORD_00488,6,2026-02-10,308,4.0,L,29
ORD_00497,6,2026-01-25,308,-212.0,M,29
ORD_00499,6,2026-01-15,308,-188.0,M,29
ORD_00572,6,2026-01-23,308,-164.0,M,29
ORD_00640,6,2026-01-20,308,-44.0,L,29
ORD_00668,6,2026-01-28,308,-188.0,M,29
ORD_00670,6,2026-01-28,308,-212.0,M,29
ORD_00708,6,2026-01-19,308,-164.0,M,29
ORD_00723,6,2026-01-18,308,-68.0,L,29
ORD_00731,6,2026-01-07,308,-284.0,H,29
ORD_00798,6,2026-01-24,308,-212.0,M,29
ORD_00810,6,2026-01-20,308,-140.0,M,29
ORD_00872,6,2026-01-15,308,-284.0,H,29
ORD_00877,6,2026-01-18,308,-188.0,M,29
ORD_00884,6,2026-01-12,308,-212.0,M,29
ORD_00910,6,2026-01-24,308,-188.0,M,29
ORD_00940,6,2026-01-08,308,-140.0,M,29
ORD_00947,6,2026-01-26,308,-260.0,H,29
ORD_00964,6,2026-01-13,308,-92.0,L,29
ORD_00019,7,2026-01-21,308,-140.0,M,85
ORD_00043,7,2026-01-12,308,-164.0,M,85
ORD_00047,7,2026-02-01,308,-212.0,M,85
ORD_00069,7,2026-01-29,308,-44.0,L,85
ORD_00091,7,2026-02-02,308,-140.0,M,85
ORD_00104,7,2026-02-07,308,-92.0,L,85
ORD_00155,7,2026-01-16,308,-44.0,L,85
ORD_00249,7,2026-02-05,308,-164.0,M,85
ORD_00272,7,2026-01-22,308,-164.0,M,85
ORD_00282,7,2026-01-25,308,-212.0,M,85
ORD_00406,7,2026-01-20,308,-212.0,M,85
ORD_00455,7,2026-01-15,308,-188.0,M,85
ORD_00482,7,2026-01-04,308,-284.0,H,85
ORD_00488,7,2026-02-10,308,4.0,L,85
ORD_00497,7,2026-01-25,308,-212.0,M,85
ORD_00499,7,2026-01-15,308,-188.0,M,85
ORD_00572,7,2026-01-23,308,-164.0,M,85
ORD_00640,7,2026-01-20,308,-44.0,L,85
ORD_00668,7,2026-01-28,308,-188.0,M,85
ORD_00670,7,2026-01-28,308,-212.0,M,85
ORD_00708,7,2026-01-19,308,-164.0,M,85
ORD_00723,7,2026-01-18,308,-68.0,L,85
ORD_00731,7,2026-01-07,308,-284.0,H,85
ORD_00798,7,2026-01-24,308,-212.0,M,85
ORD_00810,7,2026-01-20,308,-140.0,M,85
ORD_00872,7,2026-01-15,308,-284.0,H,85
ORD_00877,7,2026-01-18,308,-188.0,M,85
ORD_00884,7,2026-01-12,308,-212.0,M,85
ORD_00910,7,2026-01-24,308,-188.0,M,85
ORD_00940,7,2026-01-08,308,-140.0,M,85
ORD_00947,7,2026-01-26,308,-260.0,H,85
ORD_00964,7,2026-01-13,308,-92.0,L,85
ORD_00019,8,2026-01-21,308,-140.0,M,57
ORD_00043,8,2026-01-12,308,-164.0,M,57
ORD_00047,8,2026-02-01,308,-212.0,M,57
ORD_00069,8,2026-01-29,308,-44.0,L,57
ORD_00091,8,2026-02-02,308,-140.0,M,57
ORD_00104,8,2026-02-07,308,-92.0,L,57
ORD_00155,8,2026-01-16,308,-44.0,L,57
ORD_00249,8,2026-02-05,308,-164.0,M,57
ORD_00272,8,2026-01-22,308,-164.0,M,57
ORD_00282,8,2026-01-25,308,-212.0,M,57
ORD_00406,8,2026-01-20,308,-212.0,M,57
ORD_00455,8,2026-01-15,308,-188.0,M,57
ORD_00482,8,2026-01-04,308,-284.0,H,57
ORD_00488,8,2026-02-10,308,4.0,L,57
ORD_00497,8,2026-01-25,308,-212.0,M,57
ORD_00499,8,2026-01-15,308,-188.0,M,57
ORD_00572,8,2026-01-23,308,-164.0,M,57
ORD_00640,8,2026-01-20,308,-44.0,L,57
ORD_00668,8,2026-01-28,308,-188.0,M,57
ORD_00670,8,2026-01-28,308,-212.0,M,57
ORD_00708,8,2026-01-19,308,-164.0,M,57
ORD_00723,8,2026-01-18,308,-68.0,L,57
ORD_00731,8,2026-01-07,308,-284.0,H,57
ORD_00798,8,2026-01-24,308,-212.0,M,57
ORD_00810,8,2026-01-20,308,-140.0,M,57
ORD_00872,8,2026-01-15,308,-284.0,H,57
ORD_00877,8,2026-01-18,308,-188.0,M,57
ORD_00884,8,2026-01-12,308,-212.0,M,57
ORD_00910,8,2026-01-24,308,-188.0,M,57
ORD_00940,8,2026-01-08,308,-140.0,M,57
ORD_00947,8,2026-01-26,308,-260.0,H,57
ORD_00964,8,2026-01-13,308,-92.0,L,57
ORD_00019,9,2026-01-21,308,-140.0,M,11
ORD_00043,9,2026-01-12,308,-164.0,M,11
ORD_00047,9,2026-02-01,308,-212.0,M,11
ORD_00069,9,2026-01-29,308,-44.0,L,11
ORD_00091,9,2026-02-02,308,-140.0,M,11
ORD_00104,9,2026-02-07,308,-92.0,L,11
ORD_00155,9,2026-01-16,308,-44.0,L,11
ORD_00249,9,2026-02-05,308,-164.0,M,11
ORD_00272,9,2026-01-22,308,-164.0,M,11
ORD_00282,9,2026-01-25,308,-212.0,M,11
ORD_00406,9,2026-01-20,308,-212.0,M,11
ORD_00455,9,2026-01-15,308,-188.0,M,11
ORD_00482,9,2026-01-04,308,-284.0,H,11
ORD_00488,9,2026-02-10,308,4.0,L,11
ORD_00497,9,2026-01-25,308,-212.0,M,11
ORD_00499,9,2026-01-15,308,-188.0,M,11
ORD_00572,9,2026-01-23,308,-164.0,M,11
ORD_00640,9,2026-01-20,308,-44.0,L,11
ORD_00668,9,2026-01-28,308,-188.0,M,11
ORD_00670,9,2026-01-28,308,-212.0,M,11
ORD_00708,9,2026-01-19,308,-164.0,M,11
ORD_00723,9,2026-01-18,308,-68.0,L,11
ORD_00731,9,2026-01-07,308,-284.0,H,11
ORD_00798,9,2026-01-24,308,-212.0,M,11
ORD_00810,9,2026-01-20,308,-140.0,M,11
ORD_00872,9,2026-01-15,308,-284.0,H,11
ORD_00877,9,2026-01-18,308,-188.0,M,11
ORD_00884,9,2026-01-12,308,-212.0,M,11
ORD_00910,9,2026-01-24,308,-188.0,M,11
ORD_00940,9,2026-01-08,308,-140.0,M,11
ORD_00947,9,2026-01-26,308,-260.0,H,11
ORD_00964,9,2026-01-13,308,-92.0,L,11
ORD_00019,10,2026-01-21,308,-140.0,M,19
ORD_00043,10,2026-01-12,308,-164.0,M,19
ORD_00047,10,2026-02-01,308,-212.0,M,19
ORD_00069,10,2026-01-29,308,-44.0,L,19
ORD_00091,10,2026-02-02,308,-140.0,M,19
ORD_00104,10,2026-02-07,308,-92.0,L,19
ORD_00155,10,2026-01-16,308,-44.0,L,19
ORD_00249,10,2026-02-05,308,-164.0,M,19
ORD_00272,10,2026-01-22,308,-164.0,M,19
ORD_00282,10,2026-01-25,308,-212.0,M,19
ORD_00406,10,2026-01-20,308,-212.0,M,19
ORD_00455,10,2026-01-15,308,-188.0,M,19
ORD_00482,10,2026-01-04,308,-284.0,H,19
ORD_00488,10,2026-02-10,308,4.0,L,19
ORD_00497,10,2026-01-25,308,-212.0,M,19
ORD_00499,10,2026-01-15,308,-188.0,M,19
ORD_00572,10,2026-01-23,308,-164.0,M,19
ORD_00640,10,2026-01-20,308,-44.0,L,19
ORD_00668,10,2026-01-28,308,-188.0,M,19
ORD_00670,10,2026-01-28,308,-212.0,M,19
ORD_00708,10,2026-01-19,308,-164.0,M,19
ORD_00723,10,2026-01-18,308,-68.0,L,19
ORD_00731,10,2026-01-07,308,-284.0,H,19
ORD_00798,10,2026-01-24,308,-212.0,M,19
ORD_00810,10,2026-01-20,308,-140.0,M,19
ORD_00872,10,2026-01-15,308,-284.0,H,19
ORD_00877,10,2026-01-18,308,-188.0,M,19
ORD_00884,10,2026-01-12,308,-212.0,M,19
ORD_00910,10,2026-01-24,308,-188.0,M,19
ORD_00940,10,2026-01-08,308,-140.0,M,19
ORD_00947,10,2026-01-26,308,-260.0,H,19
ORD_00964,10,2026-01-13,308,-92.0,L,19
ORD_00908,1,2026-01-04,217,-193.0,H,30
ORD_00908,2,2026-01-04,217,-193.0,H,18
ORD_00908,3,2026-01-04,217,-193.0,H,33
ORD_00908,4,2026-01-04,217,-193.0,H,35
ORD_00908,5,2026-01-04,217,-193.0,H,68
ORD_00908,6,2026-01-04,217,-193.0,H,15
ORD_00908,7,2026-01-04,217,-193.0,H,18
ORD_00353,1,2026-01-24,186,-42.0,M,13
ORD_00353,2,2026-01-24,186,-42.0,M,27
ORD_00353,3,2026-01-24,186,-42.0,M,17
ORD_00353,4,2026-01-24,186,-42.0,M,40
ORD_00353,5,2026-01-24,186,-42.0,M,49
ORD_00353,6,2026-01-24,186,-42.0,M,28
ORD_00353,7,2026-01-24,186,-42.0,M,12
ORD_00236,1,2026-02-03,224,-128.0,M,13
ORD_00939,1,2026-01-13,224,-152.0,H,13
ORD_00974,1,2026-01-12,224,-80.0,M,13
ORD_00236,2,2026-02-03,224,-128.0,M,34
ORD_00939,2,2026-01-13,224,-152.0,H,34
ORD_00974,2,2026-01-12,224,-80.0,M,34
ORD_00236,3,2026-02-03,224,-128.0,M,40
ORD_00939,3,2026-01-13,224,-152.0,H,40
ORD_00974,3,2026-01-12,224,-80.0,M,40
ORD_00236,4,2026-02-03,224,-128.0,M,27
ORD_00939,4,2026-01-13,224,-152.0,H,27
ORD_00974,4,2026-01-12,224,-80.0,M,27
ORD_00236,5,2026-02-03,224,-128.0,M,68
ORD_00939,5,2026-01-13,224,-152.0,H,68
ORD_00974,5,2026-01-12,224,-80.0,M,68
ORD_00236,6,2026-02-03,224,-128.0,M,19
ORD_00939,6,2026-01-13,224,-152.0,H,19
ORD_00974,6,2026-01-12,224,-80.0,M,19
ORD_00236,7,2026-02-03,224,-128.0,M,23
ORD_00939,7,2026-01-13,224,-152.0,H,23
ORD_00974,7,2026-01-12,224,-80.0,M,23
ORD_00029,1,2026-01-27,233,-137.0,M,28
ORD_00404,1,2026-01-28,233,-89.0,M,28
ORD_00701,1,2026-01-09,233,-185.0,H,28
ORD_00774,1,2026-01-27,233,-113.0,M,28
ORD_00029,2,2026-01-27,233,-137.0,M,34
ORD_00404,2,2026-01-28,233,-89.0,M,34
ORD_00701,2,2026-01-09,233,-185.0,H,34
ORD_00774,2,2026-01-27,233,-113.0,M,34
ORD_00029,3,2026-01-27,233,-137.0,M,45
